GeoArea_FIPS	GeoArea_Name	Economic_Measure_Code	Economic_Measure_Name	Data_Period_Business_Key	Published_Value	Published_UOM	Estimated_Real_Value	Estimation_Qualifier	Unit_of_Measure_Code	Default_Scale	Data_Period_Type	Data_Period_Name	Data_Period_Begin_Datetime	Calculation_Type	Measure_Hierarchy_Level	GeoFIPS_Type	County_FIPS	County_Name	PZ_Name	WDB_Name	State_FIPS	State_Name	Region_FIPS	Region_Name	Nation_FIPS	Nation_Name
" ""37119"""	Mecklenburg, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	26243016	N$	26243016	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37119"""	Mecklenburg, NC	Southwest		37000	North Carolina	95000	Southeast	00000	USA
" ""37121"""	Mitchell, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	168957	N$	168957	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37121"""	Mitchell, NC	Northwest	High Country	37000	North Carolina	95000	Southeast	00000	USA
" ""37123"""	Montgomery, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	321090	N$	321090	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37123"""	Montgomery, NC	South Central	Regional Partnership	37000	North Carolina	95000	Southeast	00000	USA
" ""37125"""	Moore, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	1090022	N$	1090022	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37125"""	Moore, NC	South Central	Regional Partnership	37000	North Carolina	95000	Southeast	00000	USA
" ""37127"""	Nash, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	1485515	N$	1485515	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37127"""	Nash, NC	North Central	Turning Point	37000	North Carolina	95000	Southeast	00000	USA
" ""37129"""	New Hanover, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	3157241	N$	3157241	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37129"""	New Hanover, NC	Southeast	Cape Fear	37000	North Carolina	95000	Southeast	00000	USA
" ""37131"""	Northampton, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	128077	N$	128077	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37131"""	Northampton, NC	Northeast	Turning Point	37000	North Carolina	95000	Southeast	00000	USA
" ""37133"""	Onslow, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	905348	N$	905348	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37133"""	Onslow, NC	Southeast	Eastern Carolina	37000	North Carolina	95000	Southeast	00000	USA
" ""37135"""	Orange, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	1509429	N$	1509429	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37135"""	Orange, NC	North Central	Regional Partnership	37000	North Carolina	95000	Southeast	00000	USA
" ""37137"""	Pamlico, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	72008	N$	72008	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37137"""	Pamlico, NC	Southeast	Eastern Carolina	37000	North Carolina	95000	Southeast	00000	USA
" ""37139"""	Pasquotank, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	365974	N$	365974	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37139"""	Pasquotank, NC	Northeast	Northeastern	37000	North Carolina	95000	Southeast	00000	USA
" ""37141"""	Pender, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	270555	N$	270555	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37141"""	Pender, NC	Southeast	Cape Fear	37000	North Carolina	95000	Southeast	00000	USA
" ""37143"""	Perquimans, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	52040	N$	52040	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37143"""	Perquimans, NC	Northeast	Northeastern	37000	North Carolina	95000	Southeast	00000	USA
" ""37145"""	Person, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	431412	N$	431412	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37145"""	Person, NC	North Central	Kerr-Tar	37000	North Carolina	95000	Southeast	00000	USA
" ""37147"""	Pitt, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	1875968	N$	1875968	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37147"""	Pitt, NC	Northeast	Region Q	37000	North Carolina	95000	Southeast	00000	USA
" ""37149"""	Polk, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	168563	N$	168563	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37149"""	Polk, NC	Western	Region C	37000	North Carolina	95000	Southeast	00000	USA
" ""37151"""	Randolph, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	1739144	N$	1739144	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37151"""	Randolph, NC	Piedmont-Triad	Regional Partnership	37000	North Carolina	95000	Southeast	00000	USA
" ""37153"""	Richmond, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	465299	N$	465299	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37153"""	Richmond, NC	South Central	Lumber River	37000	North Carolina	95000	Southeast	00000	USA
" ""37155"""	Robeson, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	1060995	N$	1060995	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37155"""	Robeson, NC			37000	North Carolina	95000	Southeast	00000	USA
" ""37157"""	Rockingham, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	1096123	N$	1096123	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37157"""	Rockingham, NC	Piedmont-Triad	Northwest Piedmont	37000	North Carolina	95000	Southeast	00000	USA
" ""37159"""	Rowan, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	1801109	N$	1801109	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37159"""	Rowan, NC	Southwest	Centralina	37000	North Carolina	95000	Southeast	00000	USA
" ""37161"""	Rutherford, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	788534	N$	788534	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37161"""	Rutherford, NC	Western	Region C	37000	North Carolina	95000	Southeast	00000	USA
" ""37163"""	Sampson, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	524790	N$	524790	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37163"""	Sampson, NC	South Central	Triangle South	37000	North Carolina	95000	Southeast	00000	USA
" ""37165"""	Scotland, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	528161	N$	528161	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37165"""	Scotland, NC	South Central	Lumber River	37000	North Carolina	95000	Southeast	00000	USA
" ""37167"""	Stanly, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	633577	N$	633577	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37167"""	Stanly, NC	Southwest		37000	North Carolina	95000	Southeast	00000	USA
" ""37169"""	Stokes, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	248627	N$	248627	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37169"""	Stokes, NC	Piedmont-Triad	Northwest Piedmont	37000	North Carolina	95000	Southeast	00000	USA
" ""37171"""	Surry, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	1025399	N$	1025399	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37171"""	Surry, NC	Piedmont-Triad	Northwest Piedmont	37000	North Carolina	95000	Southeast	00000	USA
" ""37173"""	Swain, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	121436	N$	121436	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37173"""	Swain, NC	Western	Southwestern	37000	North Carolina	95000	Southeast	00000	USA
" ""37175"""	Transylvania, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	314098	N$	314098	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37175"""	Transylvania, NC	Western	Mountain Area	37000	North Carolina	95000	Southeast	00000	USA
" ""37177"""	Tyrrell, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	20712	N$	20712	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37177"""	Tyrrell, NC	Northeast	Northeastern	37000	North Carolina	95000	Southeast	00000	USA
" ""37179"""	Union, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	1871627	N$	1871627	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37179"""	Union, NC	Southwest	Centralina	37000	North Carolina	95000	Southeast	00000	USA
" ""37181"""	Vance, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	541997	N$	541997	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37181"""	Vance, NC	North Central	Kerr-Tar	37000	North Carolina	95000	Southeast	00000	USA
" ""37183"""	Wake, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	17241439	N$	17241439	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37183"""	Wake, NC	North Central	Capital Area	37000	North Carolina	95000	Southeast	00000	USA
" ""37185"""	Warren, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	92759	N$	92759	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37185"""	Warren, NC	North Central	Kerr-Tar	37000	North Carolina	95000	Southeast	00000	USA
" ""37187"""	Washington, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	65117	N$	65117	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37187"""	Washington, NC	Northeast	Northeastern	37000	North Carolina	95000	Southeast	00000	USA
" ""37189"""	Watauga, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	581362	N$	581362	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37189"""	Watauga, NC	Northwest	High Country	37000	North Carolina	95000	Southeast	00000	USA
" ""37191"""	Wayne, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	1260463	N$	1260463	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37191"""	Wayne, NC	Southeast	Eastern Carolina	37000	North Carolina	95000	Southeast	00000	USA
" ""37193"""	Wilkes, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	801878	N$	801878	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37193"""	Wilkes, NC	Northwest	High Country	37000	North Carolina	95000	Southeast	00000	USA
" ""37195"""	Wilson, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	1409254	N$	1409254	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37195"""	Wilson, NC	North Central	Turning Point	37000	North Carolina	95000	Southeast	00000	USA
" ""37197"""	Yadkin, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	288744	N$	288744	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37197"""	Yadkin, NC	Piedmont-Triad	Northwest Piedmont	37000	North Carolina	95000	Southeast	00000	USA
" ""37199"""	Yancey, NC	BEA_CA5N_0082	  Private nonfarm earnings	2003	137922	N$	137922	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	2	CNTY	" ""37199"""	Yancey, NC	Northwest	High Country	37000	North Carolina	95000	Southeast	00000	USA
" ""37000"""	North Carolina	BEA_CA5N_2000	  Government and government enterprises	2003	35303296	N$	35303296	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37000"""	North Carolina			37000	North Carolina	95000	Southeast	00000	USA
" ""37001"""	Alamance, NC	BEA_CA5N_2000	  Government and government enterprises	2003	271836	N$	271836	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37001"""	Alamance, NC	Piedmont-Triad	Regional Partnership	37000	North Carolina	95000	Southeast	00000	USA
" ""37003"""	Alexander, NC	BEA_CA5N_2000	  Government and government enterprises	2003	57284	N$	57284	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37003"""	Alexander, NC	Northwest	Western Piedmont	37000	North Carolina	95000	Southeast	00000	USA
" ""37005"""	Alleghany, NC	BEA_CA5N_2000	  Government and government enterprises	2003	24934	N$	24934	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37005"""	Alleghany, NC	Northwest	High Country	37000	North Carolina	95000	Southeast	00000	USA
" ""37007"""	Anson, NC	BEA_CA5N_2000	  Government and government enterprises	2003	90863	N$	90863	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37007"""	Anson, NC	Southwest	Centralina	37000	North Carolina	95000	Southeast	00000	USA
" ""37009"""	Ashe, NC	BEA_CA5N_2000	  Government and government enterprises	2003	47366	N$	47366	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37009"""	Ashe, NC	Northwest	High Country	37000	North Carolina	95000	Southeast	00000	USA
" ""37011"""	Avery, NC	BEA_CA5N_2000	  Government and government enterprises	2003	48514	N$	48514	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37011"""	Avery, NC	Northwest	High Country	37000	North Carolina	95000	Southeast	00000	USA
" ""37013"""	Beaufort, NC	BEA_CA5N_2000	  Government and government enterprises	2003	122669	N$	122669	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37013"""	Beaufort, NC	Northeast	Region Q	37000	North Carolina	95000	Southeast	00000	USA
" ""37015"""	Bertie, NC	BEA_CA5N_2000	  Government and government enterprises	2003	44373	N$	44373	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37015"""	Bertie, NC	Northeast	Region Q	37000	North Carolina	95000	Southeast	00000	USA
" ""37017"""	Bladen, NC	BEA_CA5N_2000	  Government and government enterprises	2003	92438	N$	92438	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37017"""	Bladen, NC	South Central	Lumber River	37000	North Carolina	95000	Southeast	00000	USA
" ""37019"""	Brunswick, NC	BEA_CA5N_2000	  Government and government enterprises	2003	184674	N$	184674	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37019"""	Brunswick, NC	Southeast	Cape Fear	37000	North Carolina	95000	Southeast	00000	USA
" ""37021"""	Buncombe, NC	BEA_CA5N_2000	  Government and government enterprises	2003	742665	N$	742665	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37021"""	Buncombe, NC	Western	Mountain Area	37000	North Carolina	95000	Southeast	00000	USA
" ""37023"""	Burke, NC	BEA_CA5N_2000	  Government and government enterprises	2003	323096	N$	323096	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37023"""	Burke, NC	Northwest	Western Piedmont	37000	North Carolina	95000	Southeast	00000	USA
" ""37025"""	Cabarrus, NC	BEA_CA5N_2000	  Government and government enterprises	2003	509578	N$	509578	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37025"""	Cabarrus, NC	Southwest	Centralina	37000	North Carolina	95000	Southeast	00000	USA
" ""37027"""	Caldwell, NC	BEA_CA5N_2000	  Government and government enterprises	2003	159855	N$	159855	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37027"""	Caldwell, NC	Northwest	Western Piedmont	37000	North Carolina	95000	Southeast	00000	USA
" ""37029"""	Camden, NC	BEA_CA5N_2000	  Government and government enterprises	2003	16015	N$	16015	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37029"""	Camden, NC	Northeast	Northeastern	37000	North Carolina	95000	Southeast	00000	USA
" ""37031"""	Carteret, NC	BEA_CA5N_2000	  Government and government enterprises	2003	202757	N$	202757	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37031"""	Carteret, NC	Southeast	Eastern Carolina	37000	North Carolina	95000	Southeast	00000	USA
" ""37033"""	Caswell, NC	BEA_CA5N_2000	  Government and government enterprises	2003	56754	N$	56754	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37033"""	Caswell, NC	Piedmont-Triad	Kerr-Tar	37000	North Carolina	95000	Southeast	00000	USA
" ""37035"""	Catawba, NC	BEA_CA5N_2000	  Government and government enterprises	2003	414771	N$	414771	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37035"""	Catawba, NC	Northwest	Western Piedmont	37000	North Carolina	95000	Southeast	00000	USA
" ""37037"""	Chatham, NC	BEA_CA5N_2000	  Government and government enterprises	2003	97842	N$	97842	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37037"""	Chatham, NC	North Central	Triangle South	37000	North Carolina	95000	Southeast	00000	USA
" ""37039"""	Cherokee, NC	BEA_CA5N_2000	  Government and government enterprises	2003	62101	N$	62101	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37039"""	Cherokee, NC	Western	Southwestern	37000	North Carolina	95000	Southeast	00000	USA
" ""37041"""	Chowan, NC	BEA_CA5N_2000	  Government and government enterprises	2003	39008	N$	39008	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37041"""	Chowan, NC	Northeast	Northeastern	37000	North Carolina	95000	Southeast	00000	USA
" ""37043"""	Clay, NC	BEA_CA5N_2000	  Government and government enterprises	2003	18277	N$	18277	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37043"""	Clay, NC	Western	Southwestern	37000	North Carolina	95000	Southeast	00000	USA
" ""37045"""	Cleveland, NC	BEA_CA5N_2000	  Government and government enterprises	2003	227554	N$	227554	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37045"""	Cleveland, NC	Southwest	Region C	37000	North Carolina	95000	Southeast	00000	USA
" ""37047"""	Columbus, NC	BEA_CA5N_2000	  Government and government enterprises	2003	140977	N$	140977	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37047"""	Columbus, NC	South Central	Cape Fear	37000	North Carolina	95000	Southeast	00000	USA
" ""37049"""	Craven, NC	BEA_CA5N_2000	  Government and government enterprises	2003	1067412	N$	1067412	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37049"""	Craven, NC	Southeast	Eastern Carolina	37000	North Carolina	95000	Southeast	00000	USA
" ""37051"""	Cumberland, NC	BEA_CA5N_2000	  Government and government enterprises	2003	4316881	N$	4316881	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37051"""	Cumberland, NC	South Central	Cumberland County	37000	North Carolina	95000	Southeast	00000	USA
" ""37053"""	Currituck, NC	BEA_CA5N_2000	  Government and government enterprises	2003	46219	N$	46219	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37053"""	Currituck, NC	Northeast	Northeastern	37000	North Carolina	95000	Southeast	00000	USA
" ""37055"""	Dare, NC	BEA_CA5N_2000	  Government and government enterprises	2003	128407	N$	128407	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37055"""	Dare, NC	Northeast	Northeastern	37000	North Carolina	95000	Southeast	00000	USA
" ""37057"""	Davidson, NC	BEA_CA5N_2000	  Government and government enterprises	2003	276384	N$	276384	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37057"""	Davidson, NC	Piedmont-Triad	DavidsonWorks, Inc.	37000	North Carolina	95000	Southeast	00000	USA
" ""37059"""	Davie, NC	BEA_CA5N_2000	  Government and government enterprises	2003	65470	N$	65470	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37059"""	Davie, NC	Piedmont-Triad	Northwest Piedmont	37000	North Carolina	95000	Southeast	00000	USA
" ""37061"""	Duplin, NC	BEA_CA5N_2000	  Government and government enterprises	2003	141130	N$	141130	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37061"""	Duplin, NC	Southeast	Eastern Carolina	37000	North Carolina	95000	Southeast	00000	USA
" ""37063"""	Durham, NC	BEA_CA5N_2000	  Government and government enterprises	2003	1024619	N$	1024619	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37063"""	Durham, NC	North Central	Durham	37000	North Carolina	95000	Southeast	00000	USA
" ""37065"""	Edgecombe, NC	BEA_CA5N_2000	  Government and government enterprises	2003	212341	N$	212341	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37065"""	Edgecombe, NC	North Central	Turning Point	37000	North Carolina	95000	Southeast	00000	USA
" ""37067"""	Forsyth, NC	BEA_CA5N_2000	  Government and government enterprises	2003	829947	N$	829947	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37067"""	Forsyth, NC	Piedmont-Triad	Northwest Piedmont	37000	North Carolina	95000	Southeast	00000	USA
" ""37069"""	Franklin, NC	BEA_CA5N_2000	  Government and government enterprises	2003	96924	N$	96924	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37069"""	Franklin, NC	North Central	Kerr-Tar	37000	North Carolina	95000	Southeast	00000	USA
" ""37071"""	Gaston, NC	BEA_CA5N_2000	  Government and government enterprises	2003	423814	N$	423814	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37071"""	Gaston, NC	Southwest	Gaston County	37000	North Carolina	95000	Southeast	00000	USA
" ""37073"""	Gates, NC	BEA_CA5N_2000	  Government and government enterprises	2003	26199	N$	26199	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37073"""	Gates, NC	Northeast	Northeastern	37000	North Carolina	95000	Southeast	00000	USA
" ""37075"""	Graham, NC	BEA_CA5N_2000	  Government and government enterprises	2003	19644	N$	19644	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37075"""	Graham, NC	Western	Southwestern	37000	North Carolina	95000	Southeast	00000	USA
" ""37077"""	Granville, NC	BEA_CA5N_2000	  Government and government enterprises	2003	349918	N$	349918	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37077"""	Granville, NC	North Central	Kerr-Tar	37000	North Carolina	95000	Southeast	00000	USA
" ""37079"""	Greene, NC	BEA_CA5N_2000	  Government and government enterprises	2003	58637	N$	58637	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37079"""	Greene, NC	Southeast	Eastern Carolina	37000	North Carolina	95000	Southeast	00000	USA
" ""37081"""	Guilford, NC	BEA_CA5N_2000	  Government and government enterprises	2003	1497656	N$	1497656	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37081"""	Guilford, NC	Piedmont-Triad	Greensboro/High Point/Guilford	37000	North Carolina	95000	Southeast	00000	USA
" ""37083"""	Halifax, NC	BEA_CA5N_2000	  Government and government enterprises	2003	207209	N$	207209	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37083"""	Halifax, NC	Northeast	Turning Point	37000	North Carolina	95000	Southeast	00000	USA
" ""37085"""	Harnett, NC	BEA_CA5N_2000	  Government and government enterprises	2003	208519	N$	208519	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37085"""	Harnett, NC	North Central	Triangle South	37000	North Carolina	95000	Southeast	00000	USA
" ""37087"""	Haywood, NC	BEA_CA5N_2000	  Government and government enterprises	2003	157089	N$	157089	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37087"""	Haywood, NC	Western	Southwestern	37000	North Carolina	95000	Southeast	00000	USA
" ""37089"""	Henderson, NC	BEA_CA5N_2000	  Government and government enterprises	2003	229028	N$	229028	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37089"""	Henderson, NC	Western	Mountain Area	37000	North Carolina	95000	Southeast	00000	USA
" ""37091"""	Hertford, NC	BEA_CA5N_2000	  Government and government enterprises	2003	68680	N$	68680	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37091"""	Hertford, NC	Northeast	Region Q	37000	North Carolina	95000	Southeast	00000	USA
" ""37093"""	Hoke, NC	BEA_CA5N_2000	  Government and government enterprises	2003	86256	N$	86256	Real 2012 Chained Dollars	R$	-3	YR	The Year 2003	01/1/2003 0:00	Level	3	CNTY	" ""37093"""	Hoke, NC	South Central	Lumber River	37000	North Carolina	95000	Southeast	00000	USA
