	date	county	state	GeoArea_FIPS	cases	deaths
15205	2020-03-27	Transylvania	North Carolina	37175	2	0
15206	2020-03-27	Union	North Carolina	37179	27	0
15207	2020-03-27	Vance	North Carolina	37181	2	0
15208	2020-03-27	Wake	North Carolina	37183	121	0
15209	2020-03-27	Watauga	North Carolina	37189	4	0
15210	2020-03-27	Wayne	North Carolina	37191	3	0
15211	2020-03-27	Wilson	North Carolina	37195	7	0
16992	2020-03-28	Alamance	North Carolina	37001	5	0
16993	2020-03-28	Beaufort	North Carolina	37013	3	0
16994	2020-03-28	Bertie	North Carolina	37015	3	0
16995	2020-03-28	Brunswick	North Carolina	37019	12	0
16996	2020-03-28	Buncombe	North Carolina	37021	17	0
16997	2020-03-28	Burke	North Carolina	37023	2	0
16998	2020-03-28	Cabarrus	North Carolina	37025	23	1
16999	2020-03-28	Caldwell	North Carolina	37027	3	0
17000	2020-03-28	Carteret	North Carolina	37031	6	0
17001	2020-03-28	Catawba	North Carolina	37035	10	0
17002	2020-03-28	Chatham	North Carolina	37037	12	0
17003	2020-03-28	Cherokee	North Carolina	37039	4	0
17004	2020-03-28	Cleveland	North Carolina	37045	3	0
17005	2020-03-28	Craven	North Carolina	37049	4	0
17006	2020-03-28	Cumberland	North Carolina	37051	10	0
17007	2020-03-28	Davidson	North Carolina	37057	14	0
17008	2020-03-28	Davie	North Carolina	37059	4	0
17009	2020-03-28	Duplin	North Carolina	37061	1	0
17010	2020-03-28	Durham	North Carolina	37063	101	0
17011	2020-03-28	Edgecombe	North Carolina	37065	1	0
17012	2020-03-28	Forsyth	North Carolina	37067	24	0
17013	2020-03-28	Franklin	North Carolina	37069	5	0
17014	2020-03-28	Gaston	North Carolina	37071	16	0
17015	2020-03-28	Granville	North Carolina	37077	4	0
17016	2020-03-28	Greene	North Carolina	37079	3	0
17017	2020-03-28	Guilford	North Carolina	37081	34	0
17018	2020-03-28	Harnett	North Carolina	37085	13	1
17019	2020-03-28	Henderson	North Carolina	37089	9	0
17020	2020-03-28	Hertford	North Carolina	37091	2	0
17021	2020-03-28	Hoke	North Carolina	37093	3	0
17022	2020-03-28	Iredell	North Carolina	37097	18	0
17023	2020-03-28	Johnston	North Carolina	37101	9	1
17024	2020-03-28	Lee	North Carolina	37105	2	0
17025	2020-03-28	Lenoir	North Carolina	37107	3	0
17026	2020-03-28	Lincoln	North Carolina	37109	1	0
17027	2020-03-28	McDowell	North Carolina	37111	3	0
17028	2020-03-28	Mecklenburg	North Carolina	37119	299	0
17029	2020-03-28	Montgomery	North Carolina	37123	3	0
17030	2020-03-28	Moore	North Carolina	37125	3	0
17031	2020-03-28	Nash	North Carolina	37127	2	0
17032	2020-03-28	New Hanover	North Carolina	37129	18	0
17033	2020-03-28	Northampton	North Carolina	37131	4	0
17034	2020-03-28	Onslow	North Carolina	37133	4	0
17035	2020-03-28	Orange	North Carolina	37135	27	0
17036	2020-03-28	Pasquotank	North Carolina	37139	1	0
17037	2020-03-28	Perquimans	North Carolina	37143	1	0
17038	2020-03-28	Person	North Carolina	37145	1	0
17039	2020-03-28	Pitt	North Carolina	37147	13	0
17040	2020-03-28	Polk	North Carolina	37149	2	0
17041	2020-03-28	Randolph	North Carolina	37151	9	0
17042	2020-03-28	Richmond	North Carolina	37153	1	0
17043	2020-03-28	Robeson	North Carolina	37155	2	0
17044	2020-03-28	Rowan	North Carolina	37159	14	1
17045	2020-03-28	Sampson	North Carolina	37163	1	0
17046	2020-03-28	Scotland	North Carolina	37165	1	0
17047	2020-03-28	Stanly	North Carolina	37167	2	0
17048	2020-03-28	Surry	North Carolina	37171	1	0
17049	2020-03-28	Transylvania	North Carolina	37175	3	0
17050	2020-03-28	Union	North Carolina	37179	30	0
17051	2020-03-28	Vance	North Carolina	37181	3	0
17052	2020-03-28	Wake	North Carolina	37183	124	0
17053	2020-03-28	Watauga	North Carolina	37189	5	0
17054	2020-03-28	Wayne	North Carolina	37191	3	0
17055	2020-03-28	Wilson	North Carolina	37195	9	0
18930	2020-03-29	Alamance	North Carolina	37001	6	0
18931	2020-03-29	Alleghany	North Carolina	37005	1	0
18932	2020-03-29	Beaufort	North Carolina	37013	3	0
18933	2020-03-29	Bertie	North Carolina	37015	3	0
18934	2020-03-29	Bladen	North Carolina	37017	1	0
18935	2020-03-29	Brunswick	North Carolina	37019	12	0
18936	2020-03-29	Buncombe	North Carolina	37021	19	1
18937	2020-03-29	Burke	North Carolina	37023	4	0
18938	2020-03-29	Cabarrus	North Carolina	37025	29	1
18939	2020-03-29	Caldwell	North Carolina	37027	3	0
18940	2020-03-29	Carteret	North Carolina	37031	8	0
18941	2020-03-29	Caswell	North Carolina	37033	1	0
18942	2020-03-29	Catawba	North Carolina	37035	14	0
18943	2020-03-29	Chatham	North Carolina	37037	13	0
18944	2020-03-29	Cherokee	North Carolina	37039	6	0
18945	2020-03-29	Cleveland	North Carolina	37045	5	0
18946	2020-03-29	Columbus	North Carolina	37047	1	0
18947	2020-03-29	Craven	North Carolina	37049	5	0
18948	2020-03-29	Cumberland	North Carolina	37051	13	0
18949	2020-03-29	Currituck	North Carolina	37053	1	0
18950	2020-03-29	Davidson	North Carolina	37057	16	0
18951	2020-03-29	Davie	North Carolina	37059	6	0
18952	2020-03-29	Duplin	North Carolina	37061	1	0
18953	2020-03-29	Durham	North Carolina	37063	105	0
18954	2020-03-29	Edgecombe	North Carolina	37065	1	0
18955	2020-03-29	Forsyth	North Carolina	37067	35	0
18956	2020-03-29	Franklin	North Carolina	37069	5	0
18957	2020-03-29	Gaston	North Carolina	37071	21	0
18958	2020-03-29	Granville	North Carolina	37077	6	0
18959	2020-03-29	Greene	North Carolina	37079	3	0
18960	2020-03-29	Guilford	North Carolina	37081	39	0
18961	2020-03-29	Halifax	North Carolina	37083	2	0
18962	2020-03-29	Harnett	North Carolina	37085	14	1
18963	2020-03-29	Henderson	North Carolina	37089	13	0
18964	2020-03-29	Hertford	North Carolina	37091	2	0
18965	2020-03-29	Hoke	North Carolina	37093	3	0
18966	2020-03-29	Iredell	North Carolina	37097	21	0
18967	2020-03-29	Jackson	North Carolina	37099	1	0
18968	2020-03-29	Johnston	North Carolina	37101	10	1
18969	2020-03-29	Lee	North Carolina	37105	2	0
18970	2020-03-29	Lenoir	North Carolina	37107	3	0
18971	2020-03-29	Lincoln	North Carolina	37109	3	0
18972	2020-03-29	McDowell	North Carolina	37111	4	0
18973	2020-03-29	Mecklenburg	North Carolina	37119	336	1
18974	2020-03-29	Montgomery	North Carolina	37123	3	0
18975	2020-03-29	Moore	North Carolina	37125	6	0
18976	2020-03-29	Nash	North Carolina	37127	3	0
18977	2020-03-29	New Hanover	North Carolina	37129	22	0
18978	2020-03-29	Northampton	North Carolina	37131	25	0
18979	2020-03-29	Onslow	North Carolina	37133	4	0
18980	2020-03-29	Orange	North Carolina	37135	29	0
18981	2020-03-29	Pamlico	North Carolina	37137	1	0
18982	2020-03-29	Pasquotank	North Carolina	37139	2	0
18983	2020-03-29	Perquimans	North Carolina	37143	1	0
18984	2020-03-29	Person	North Carolina	37145	1	0
18985	2020-03-29	Pitt	North Carolina	37147	15	0
18986	2020-03-29	Polk	North Carolina	37149	2	0
18987	2020-03-29	Randolph	North Carolina	37151	15	0
18988	2020-03-29	Richmond	North Carolina	37153	1	0
18989	2020-03-29	Robeson	North Carolina	37155	2	0
18990	2020-03-29	Rowan	North Carolina	37159	17	1
18991	2020-03-29	Sampson	North Carolina	37163	1	0
18992	2020-03-29	Scotland	North Carolina	37165	2	0
18993	2020-03-29	Stanly	North Carolina	37167	5	0
18994	2020-03-29	Surry	North Carolina	37171	2	0
18995	2020-03-29	Transylvania	North Carolina	37175	3	0
18996	2020-03-29	Union	North Carolina	37179	38	0
18997	2020-03-29	Vance	North Carolina	37181	3	0
18998	2020-03-29	Wake	North Carolina	37183	146	0
18999	2020-03-29	Washington	North Carolina	37187	1	0
19000	2020-03-29	Watauga	North Carolina	37189	5	0
19001	2020-03-29	Wayne	North Carolina	37191	3	0
19002	2020-03-29	Wilson	North Carolina	37195	10	0
19003	2020-03-29	Yadkin	North Carolina	37197	1	0
20980	2020-03-30	Alamance	North Carolina	37001	7	0
20981	2020-03-30	Alexander	North Carolina	37003	1	0
20982	2020-03-30	Alleghany	North Carolina	37005	2	0
20983	2020-03-30	Beaufort	North Carolina	37013	3	0
20984	2020-03-30	Bertie	North Carolina	37015	5	0
20985	2020-03-30	Brunswick	North Carolina	37019	13	0
20986	2020-03-30	Buncombe	North Carolina	37021	20	1
20987	2020-03-30	Burke	North Carolina	37023	5	0
20988	2020-03-30	Cabarrus	North Carolina	37025	38	1
20989	2020-03-30	Caldwell	North Carolina	37027	3	0
20990	2020-03-30	Carteret	North Carolina	37031	10	0
20991	2020-03-30	Caswell	North Carolina	37033	1	0
20992	2020-03-30	Catawba	North Carolina	37035	14	0
20993	2020-03-30	Chatham	North Carolina	37037	14	0
20994	2020-03-30	Cherokee	North Carolina	37039	7	0
20995	2020-03-30	Cleveland	North Carolina	37045	5	0
20996	2020-03-30	Columbus	North Carolina	37047	2	0
20997	2020-03-30	Craven	North Carolina	37049	5	0
20998	2020-03-30	Cumberland	North Carolina	37051	15	0
20999	2020-03-30	Currituck	North Carolina	37053	1	0
21000	2020-03-30	Davidson	North Carolina	37057	19	0
21001	2020-03-30	Davie	North Carolina	37059	12	0
21002	2020-03-30	Duplin	North Carolina	37061	1	0
21003	2020-03-30	Durham	North Carolina	37063	106	0
21004	2020-03-30	Edgecombe	North Carolina	37065	1	0
21005	2020-03-30	Forsyth	North Carolina	37067	39	0
21006	2020-03-30	Franklin	North Carolina	37069	6	0
21007	2020-03-30	Gaston	North Carolina	37071	22	0
21008	2020-03-30	Granville	North Carolina	37077	7	0
21009	2020-03-30	Greene	North Carolina	37079	3	0
21010	2020-03-30	Guilford	North Carolina	37081	44	0
21011	2020-03-30	Halifax	North Carolina	37083	2	0
21012	2020-03-30	Harnett	North Carolina	37085	15	1
21013	2020-03-30	Henderson	North Carolina	37089	16	0
21014	2020-03-30	Hertford	North Carolina	37091	2	0
21015	2020-03-30	Hoke	North Carolina	37093	3	0
21016	2020-03-30	Iredell	North Carolina	37097	25	0
21017	2020-03-30	Jackson	North Carolina	37099	1	0
21018	2020-03-30	Johnston	North Carolina	37101	11	1
21019	2020-03-30	Lee	North Carolina	37105	2	0
21020	2020-03-30	Lenoir	North Carolina	37107	3	0
21021	2020-03-30	Lincoln	North Carolina	37109	3	0
21022	2020-03-30	McDowell	North Carolina	37111	4	0
21023	2020-03-30	Mecklenburg	North Carolina	37119	382	1
21024	2020-03-30	Montgomery	North Carolina	37123	3	0
21025	2020-03-30	Moore	North Carolina	37125	6	0
21026	2020-03-30	Nash	North Carolina	37127	4	0
21027	2020-03-30	New Hanover	North Carolina	37129	26	0
21028	2020-03-30	Northampton	North Carolina	37131	26	0
21029	2020-03-30	Onslow	North Carolina	37133	6	0
21030	2020-03-30	Orange	North Carolina	37135	30	0
21031	2020-03-30	Pamlico	North Carolina	37137	1	0
21032	2020-03-30	Pasquotank	North Carolina	37139	2	0
21033	2020-03-30	Perquimans	North Carolina	37143	1	0
21034	2020-03-30	Person	North Carolina	37145	1	0
21035	2020-03-30	Pitt	North Carolina	37147	16	0
21036	2020-03-30	Polk	North Carolina	37149	2	0
21037	2020-03-30	Randolph	North Carolina	37151	16	0
21038	2020-03-30	Richmond	North Carolina	37153	1	0
21039	2020-03-30	Robeson	North Carolina	37155	2	0
21040	2020-03-30	Rowan	North Carolina	37159	18	1
21041	2020-03-30	Rutherford	North Carolina	37161	1	0
21042	2020-03-30	Sampson	North Carolina	37163	1	0
21043	2020-03-30	Scotland	North Carolina	37165	2	0
21044	2020-03-30	Stanly	North Carolina	37167	5	0
21045	2020-03-30	Surry	North Carolina	37171	2	0
21046	2020-03-30	Transylvania	North Carolina	37175	3	0
21047	2020-03-30	Union	North Carolina	37179	38	0
21048	2020-03-30	Vance	North Carolina	37181	3	0
21049	2020-03-30	Wake	North Carolina	37183	166	0
21050	2020-03-30	Washington	North Carolina	37187	1	0
21051	2020-03-30	Watauga	North Carolina	37189	5	0
21052	2020-03-30	Wayne	North Carolina	37191	4	0
21053	2020-03-30	Wilson	North Carolina	37195	11	0
21054	2020-03-30	Yadkin	North Carolina	37197	2	0
23122	2020-03-31	Alamance	North Carolina	37001	7	0
23123	2020-03-31	Alexander	North Carolina	37003	2	0
23124	2020-03-31	Alleghany	North Carolina	37005	2	0
23125	2020-03-31	Anson	North Carolina	37007	1	0
23126	2020-03-31	Beaufort	North Carolina	37013	4	0
23127	2020-03-31	Bertie	North Carolina	37015	6	0
23128	2020-03-31	Brunswick	North Carolina	37019	14	0
23129	2020-03-31	Buncombe	North Carolina	37021	22	1
23130	2020-03-31	Burke	North Carolina	37023	5	0
23131	2020-03-31	Cabarrus	North Carolina	37025	47	1
23132	2020-03-31	Caldwell	North Carolina	37027	3	0
23133	2020-03-31	Carteret	North Carolina	37031	12	0
23134	2020-03-31	Caswell	North Carolina	37033	1	0
23135	2020-03-31	Catawba	North Carolina	37035	15	0
23136	2020-03-31	Chatham	North Carolina	37037	17	0
23137	2020-03-31	Cherokee	North Carolina	37039	8	1
23138	2020-03-31	Clay	North Carolina	37043	1	0
23139	2020-03-31	Cleveland	North Carolina	37045	6	0
23140	2020-03-31	Columbus	North Carolina	37047	2	0
23141	2020-03-31	Craven	North Carolina	37049	6	0
23142	2020-03-31	Cumberland	North Carolina	37051	18	0
23143	2020-03-31	Currituck	North Carolina	37053	1	0
23144	2020-03-31	Davidson	North Carolina	37057	23	0
23145	2020-03-31	Davie	North Carolina	37059	11	0
23146	2020-03-31	Duplin	North Carolina	37061	1	0
23147	2020-03-31	Durham	North Carolina	37063	122	0
23148	2020-03-31	Edgecombe	North Carolina	37065	3	0
23149	2020-03-31	Forsyth	North Carolina	37067	42	1
23150	2020-03-31	Franklin	North Carolina	37069	11	0
23151	2020-03-31	Gaston	North Carolina	37071	29	0
23152	2020-03-31	Granville	North Carolina	37077	9	0
23153	2020-03-31	Greene	North Carolina	37079	3	0
23154	2020-03-31	Guilford	North Carolina	37081	52	1
23155	2020-03-31	Halifax	North Carolina	37083	4	0
23156	2020-03-31	Harnett	North Carolina	37085	18	1
23157	2020-03-31	Henderson	North Carolina	37089	18	0
23158	2020-03-31	Hertford	North Carolina	37091	4	0
23159	2020-03-31	Hoke	North Carolina	37093	4	0
23160	2020-03-31	Iredell	North Carolina	37097	25	0
23161	2020-03-31	Jackson	North Carolina	37099	1	0
23162	2020-03-31	Johnston	North Carolina	37101	15	1
23163	2020-03-31	Lee	North Carolina	37105	2	0
23164	2020-03-31	Lenoir	North Carolina	37107	3	0
23165	2020-03-31	Lincoln	North Carolina	37109	4	0
23166	2020-03-31	Martin	North Carolina	37117	2	0
23167	2020-03-31	McDowell	North Carolina	37111	7	0
23168	2020-03-31	Mecklenburg	North Carolina	37119	420	1
23169	2020-03-31	Montgomery	North Carolina	37123	6	0
23170	2020-03-31	Moore	North Carolina	37125	8	0
23171	2020-03-31	Nash	North Carolina	37127	9	0
23172	2020-03-31	New Hanover	North Carolina	37129	28	0
23173	2020-03-31	Northampton	North Carolina	37131	30	0
23174	2020-03-31	Onslow	North Carolina	37133	7	1
23175	2020-03-31	Orange	North Carolina	37135	35	0
23176	2020-03-31	Pamlico	North Carolina	37137	1	0
23177	2020-03-31	Pasquotank	North Carolina	37139	4	0
23178	2020-03-31	Perquimans	North Carolina	37143	1	0
23179	2020-03-31	Person	North Carolina	37145	2	0
23180	2020-03-31	Pitt	North Carolina	37147	27	0
23181	2020-03-31	Polk	North Carolina	37149	3	0
23182	2020-03-31	Randolph	North Carolina	37151	17	0
23183	2020-03-31	Richmond	North Carolina	37153	1	0
23184	2020-03-31	Robeson	North Carolina	37155	3	0
23185	2020-03-31	Rockingham	North Carolina	37157	1	0
23186	2020-03-31	Rowan	North Carolina	37159	24	1
23187	2020-03-31	Rutherford	North Carolina	37161	5	0
23188	2020-03-31	Sampson	North Carolina	37163	1	0
23189	2020-03-31	Scotland	North Carolina	37165	2	0
23190	2020-03-31	Stanly	North Carolina	37167	5	0
23191	2020-03-31	Surry	North Carolina	37171	2	0
23192	2020-03-31	Transylvania	North Carolina	37175	5	0
23193	2020-03-31	Union	North Carolina	37179	42	0
23194	2020-03-31	Vance	North Carolina	37181	4	0
23195	2020-03-31	Wake	North Carolina	37183	192	0
23196	2020-03-31	Washington	North Carolina	37187	2	0
23197	2020-03-31	Watauga	North Carolina	37189	5	0
23198	2020-03-31	Wayne	North Carolina	37191	4	0
23199	2020-03-31	Wilkes	North Carolina	37193	2	0
23200	2020-03-31	Wilson	North Carolina	37195	15	0
23201	2020-03-31	Yadkin	North Carolina	37197	3	0
25326	2020-04-01	Alamance	North Carolina	37001	7	0
25327	2020-04-01	Alexander	North Carolina	37003	2	0
25328	2020-04-01	Alleghany	North Carolina	37005	2	0
25329	2020-04-01	Anson	North Carolina	37007	1	0
25330	2020-04-01	Beaufort	North Carolina	37013	5	0
25331	2020-04-01	Bertie	North Carolina	37015	6	0
25332	2020-04-01	Brunswick	North Carolina	37019	14	0
25333	2020-04-01	Buncombe	North Carolina	37021	22	1
25334	2020-04-01	Burke	North Carolina	37023	5	0
25335	2020-04-01	Cabarrus	North Carolina	37025	47	1
25336	2020-04-01	Caldwell	North Carolina	37027	3	0
25337	2020-04-01	Carteret	North Carolina	37031	12	0
25338	2020-04-01	Caswell	North Carolina	37033	1	0
25339	2020-04-01	Catawba	North Carolina	37035	15	0
25340	2020-04-01	Chatham	North Carolina	37037	17	0
25341	2020-04-01	Cherokee	North Carolina	37039	8	1
25342	2020-04-01	Clay	North Carolina	37043	1	0
25343	2020-04-01	Cleveland	North Carolina	37045	6	0
25344	2020-04-01	Columbus	North Carolina	37047	2	0
25345	2020-04-01	Craven	North Carolina	37049	6	0
25346	2020-04-01	Cumberland	North Carolina	37051	19	0
25347	2020-04-01	Currituck	North Carolina	37053	1	0
25348	2020-04-01	Davidson	North Carolina	37057	28	0
25349	2020-04-01	Davie	North Carolina	37059	11	0
25350	2020-04-01	Duplin	North Carolina	37061	1	0
25351	2020-04-01	Durham	North Carolina	37063	126	0
25352	2020-04-01	Edgecombe	North Carolina	37065	3	0
25353	2020-04-01	Forsyth	North Carolina	37067	42	1
25354	2020-04-01	Franklin	North Carolina	37069	11	0
25355	2020-04-01	Gaston	North Carolina	37071	31	0
25356	2020-04-01	Granville	North Carolina	37077	9	0
25357	2020-04-01	Greene	North Carolina	37079	3	0
25358	2020-04-01	Guilford	North Carolina	37081	55	1
25359	2020-04-01	Halifax	North Carolina	37083	4	0
25360	2020-04-01	Harnett	North Carolina	37085	18	1
25361	2020-04-01	Henderson	North Carolina	37089	18	0
25362	2020-04-01	Hertford	North Carolina	37091	4	0
25363	2020-04-01	Hoke	North Carolina	37093	4	0
25364	2020-04-01	Iredell	North Carolina	37097	25	0
25365	2020-04-01	Jackson	North Carolina	37099	1	0
25366	2020-04-01	Johnston	North Carolina	37101	17	1
25367	2020-04-01	Lee	North Carolina	37105	3	0
25368	2020-04-01	Lenoir	North Carolina	37107	3	0
25369	2020-04-01	Lincoln	North Carolina	37109	5	0
25370	2020-04-01	Martin	North Carolina	37117	2	0
25371	2020-04-01	McDowell	North Carolina	37111	7	0
25372	2020-04-01	Mecklenburg	North Carolina	37119	444	2
25373	2020-04-01	Montgomery	North Carolina	37123	7	0
25374	2020-04-01	Moore	North Carolina	37125	8	0
25375	2020-04-01	Nash	North Carolina	37127	9	0
25376	2020-04-01	New Hanover	North Carolina	37129	32	0
25377	2020-04-01	Northampton	North Carolina	37131	30	0
25378	2020-04-01	Onslow	North Carolina	37133	7	1
25379	2020-04-01	Orange	North Carolina	37135	37	0
25380	2020-04-01	Pamlico	North Carolina	37137	1	0
25381	2020-04-01	Pasquotank	North Carolina	37139	4	0
25382	2020-04-01	Perquimans	North Carolina	37143	1	0
25383	2020-04-01	Person	North Carolina	37145	2	0
25384	2020-04-01	Pitt	North Carolina	37147	27	0
25385	2020-04-01	Polk	North Carolina	37149	4	0
25386	2020-04-01	Randolph	North Carolina	37151	17	0
25387	2020-04-01	Richmond	North Carolina	37153	1	0
25388	2020-04-01	Robeson	North Carolina	37155	3	0
25389	2020-04-01	Rockingham	North Carolina	37157	2	0
25390	2020-04-01	Rowan	North Carolina	37159	24	1
25391	2020-04-01	Rutherford	North Carolina	37161	7	0
25392	2020-04-01	Sampson	North Carolina	37163	1	0
25393	2020-04-01	Scotland	North Carolina	37165	2	0
25394	2020-04-01	Stanly	North Carolina	37167	5	0
25395	2020-04-01	Surry	North Carolina	37171	2	0
25396	2020-04-01	Transylvania	North Carolina	37175	5	0
25397	2020-04-01	Union	North Carolina	37179	47	0
25398	2020-04-01	Vance	North Carolina	37181	4	0
25399	2020-04-01	Wake	North Carolina	37183	195	0
25400	2020-04-01	Washington	North Carolina	37187	2	0
25401	2020-04-01	Watauga	North Carolina	37189	6	0
25402	2020-04-01	Wayne	North Carolina	37191	4	0
25403	2020-04-01	Wilkes	North Carolina	37193	2	0
25404	2020-04-01	Wilson	North Carolina	37195	15	0
25405	2020-04-01	Yadkin	North Carolina	37197	3	0
27588	2020-04-02	Alamance	North Carolina	37001	13	0
27589	2020-04-02	Alexander	North Carolina	37003	2	0
27590	2020-04-02	Alleghany	North Carolina	37005	2	0
27591	2020-04-02	Anson	North Carolina	37007	1	0
27592	2020-04-02	Beaufort	North Carolina	37013	7	0
27593	2020-04-02	Bertie	North Carolina	37015	6	1
27594	2020-04-02	Brunswick	North Carolina	37019	19	0
27595	2020-04-02	Buncombe	North Carolina	37021	22	1
27596	2020-04-02	Burke	North Carolina	37023	9	0
27597	2020-04-02	Cabarrus	North Carolina	37025	50	1
27598	2020-04-02	Caldwell	North Carolina	37027	3	0
27599	2020-04-02	Carteret	North Carolina	37031	13	0
27600	2020-04-02	Caswell	North Carolina	37033	1	0
27601	2020-04-02	Catawba	North Carolina	37035	16	0
27602	2020-04-02	Chatham	North Carolina	37037	19	0
27603	2020-04-02	Cherokee	North Carolina	37039	8	1
27604	2020-04-02	Clay	North Carolina	37043	2	0
27605	2020-04-02	Cleveland	North Carolina	37045	7	0
27606	2020-04-02	Columbus	North Carolina	37047	2	0
27607	2020-04-02	Craven	North Carolina	37049	7	0
27608	2020-04-02	Cumberland	North Carolina	37051	25	0
27609	2020-04-02	Currituck	North Carolina	37053	2	0
27610	2020-04-02	Dare	North Carolina	37055	1	0
27611	2020-04-02	Davidson	North Carolina	37057	35	0
27612	2020-04-02	Davie	North Carolina	37059	11	1
27613	2020-04-02	Duplin	North Carolina	37061	2	0
27614	2020-04-02	Durham	North Carolina	37063	147	0
27615	2020-04-02	Edgecombe	North Carolina	37065	4	0
27616	2020-04-02	Forsyth	North Carolina	37067	56	1
27617	2020-04-02	Franklin	North Carolina	37069	12	0
27618	2020-04-02	Gaston	North Carolina	37071	33	1
27619	2020-04-02	Gates	North Carolina	37073	1	0
27620	2020-04-02	Granville	North Carolina	37077	20	0
27621	2020-04-02	Greene	North Carolina	37079	4	0
27622	2020-04-02	Guilford	North Carolina	37081	71	1
27623	2020-04-02	Halifax	North Carolina	37083	6	0
27624	2020-04-02	Harnett	North Carolina	37085	19	1
27625	2020-04-02	Henderson	North Carolina	37089	22	0
27626	2020-04-02	Hertford	North Carolina	37091	4	0
27627	2020-04-02	Hoke	North Carolina	37093	7	0
27628	2020-04-02	Iredell	North Carolina	37097	31	0
27629	2020-04-02	Johnston	North Carolina	37101	20	1
27630	2020-04-02	Lee	North Carolina	37105	3	0
27631	2020-04-02	Lenoir	North Carolina	37107	3	0
27632	2020-04-02	Lincoln	North Carolina	37109	8	0
27633	2020-04-02	Macon	North Carolina	37113	1	0
27634	2020-04-02	Martin	North Carolina	37117	3	0
27635	2020-04-02	McDowell	North Carolina	37111	8	0
27636	2020-04-02	Mecklenburg	North Carolina	37119	495	2
27637	2020-04-02	Mitchell	North Carolina	37121	1	0
27638	2020-04-02	Montgomery	North Carolina	37123	8	1
27639	2020-04-02	Moore	North Carolina	37125	8	0
27640	2020-04-02	Nash	North Carolina	37127	10	0
27641	2020-04-02	New Hanover	North Carolina	37129	33	0
27642	2020-04-02	Northampton	North Carolina	37131	30	0
27643	2020-04-02	Onslow	North Carolina	37133	8	1
27644	2020-04-02	Orange	North Carolina	37135	37	0
27645	2020-04-02	Pamlico	North Carolina	37137	1	0
27646	2020-04-02	Pasquotank	North Carolina	37139	7	0
27647	2020-04-02	Perquimans	North Carolina	37143	1	0
27648	2020-04-02	Person	North Carolina	37145	2	0
27649	2020-04-02	Pitt	North Carolina	37147	29	0
27650	2020-04-02	Polk	North Carolina	37149	4	0
27651	2020-04-02	Randolph	North Carolina	37151	19	0
27652	2020-04-02	Robeson	North Carolina	37155	3	0
27653	2020-04-02	Rockingham	North Carolina	37157	2	1
27654	2020-04-02	Rowan	North Carolina	37159	31	1
27655	2020-04-02	Rutherford	North Carolina	37161	9	0
27656	2020-04-02	Sampson	North Carolina	37163	1	0
27657	2020-04-02	Scotland	North Carolina	37165	2	0
27658	2020-04-02	Stanly	North Carolina	37167	5	0
27659	2020-04-02	Stokes	North Carolina	37169	2	0
27660	2020-04-02	Surry	North Carolina	37171	2	0
27661	2020-04-02	Transylvania	North Carolina	37175	5	0
27662	2020-04-02	Union	North Carolina	37179	55	0
27663	2020-04-02	Vance	North Carolina	37181	6	0
27664	2020-04-02	Wake	North Carolina	37183	234	0
27665	2020-04-02	Washington	North Carolina	37187	2	0
27666	2020-04-02	Watauga	North Carolina	37189	7	0
27667	2020-04-02	Wayne	North Carolina	37191	6	0
27668	2020-04-02	Wilkes	North Carolina	37193	4	1
27669	2020-04-02	Wilson	North Carolina	37195	17	0
27670	2020-04-02	Yadkin	North Carolina	37197	4	0
29911	2020-04-03	Alamance	North Carolina	37001	14	0
29912	2020-04-03	Alexander	North Carolina	37003	2	0
29913	2020-04-03	Alleghany	North Carolina	37005	2	0
29914	2020-04-03	Anson	North Carolina	37007	3	0
29915	2020-04-03	Beaufort	North Carolina	37013	7	0
29916	2020-04-03	Bertie	North Carolina	37015	6	1
29917	2020-04-03	Bladen	North Carolina	37017	1	0
29918	2020-04-03	Brunswick	North Carolina	37019	22	1
29919	2020-04-03	Buncombe	North Carolina	37021	24	1
29920	2020-04-03	Burke	North Carolina	37023	10	0
29921	2020-04-03	Cabarrus	North Carolina	37025	56	1
29922	2020-04-03	Caldwell	North Carolina	37027	3	0
29923	2020-04-03	Carteret	North Carolina	37031	14	0
29924	2020-04-03	Caswell	North Carolina	37033	1	0
29925	2020-04-03	Catawba	North Carolina	37035	16	1
29926	2020-04-03	Chatham	North Carolina	37037	19	0
29927	2020-04-03	Cherokee	North Carolina	37039	8	1
29928	2020-04-03	Chowan	North Carolina	37041	1	0
29929	2020-04-03	Clay	North Carolina	37043	3	0
29930	2020-04-03	Cleveland	North Carolina	37045	10	0
29931	2020-04-03	Columbus	North Carolina	37047	2	0
29932	2020-04-03	Craven	North Carolina	37049	11	0
29933	2020-04-03	Cumberland	North Carolina	37051	35	0
29934	2020-04-03	Currituck	North Carolina	37053	2	0
29935	2020-04-03	Dare	North Carolina	37055	1	0
29936	2020-04-03	Davidson	North Carolina	37057	43	0
29937	2020-04-03	Davie	North Carolina	37059	12	1
29938	2020-04-03	Duplin	North Carolina	37061	3	0
29939	2020-04-03	Durham	North Carolina	37063	159	0
29940	2020-04-03	Edgecombe	North Carolina	37065	4	0
29941	2020-04-03	Forsyth	North Carolina	37067	63	1
29942	2020-04-03	Franklin	North Carolina	37069	13	0
29943	2020-04-03	Gaston	North Carolina	37071	37	1
29944	2020-04-03	Gates	North Carolina	37073	1	0
