	Unnamed: 0	GeoArea_FIPS	GeoArea_Name	Economic_Measure_Code	Economic_Measure_Name	Measure_Name	Data_Period_Business_Key	Estimated_Value	Unit_of_Measure_Code
884	884	37023	Burke	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	9.0	Count
885	885	37025	Cabarrus	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	50.0	Count
886	886	37027	Caldwell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	3.0	Count
887	887	37031	Carteret	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	13.0	Count
888	888	37033	Caswell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	1.0	Count
889	889	37035	Catawba	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	16.0	Count
890	890	37037	Chatham	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	19.0	Count
891	891	37039	Cherokee	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	8.0	Count
892	892	37043	Clay	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	2.0	Count
893	893	37045	Cleveland	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	7.0	Count
894	894	37047	Columbus	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	2.0	Count
895	895	37049	Craven	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	7.0	Count
896	896	37051	Cumberland	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	25.0	Count
897	897	37053	Currituck	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	2.0	Count
898	898	37055	Dare	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	1.0	Count
899	899	37057	Davidson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	35.0	Count
900	900	37059	Davie	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	11.0	Count
901	901	37061	Duplin	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	2.0	Count
902	902	37063	Durham	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	147.0	Count
903	903	37065	Edgecombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	4.0	Count
904	904	37067	Forsyth	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	56.0	Count
905	905	37069	Franklin	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	12.0	Count
906	906	37071	Gaston	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	33.0	Count
907	907	37073	Gates	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	1.0	Count
908	908	37077	Granville	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	20.0	Count
909	909	37079	Greene	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	4.0	Count
910	910	37081	Guilford	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	71.0	Count
911	911	37083	Halifax	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	6.0	Count
912	912	37085	Harnett	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	19.0	Count
913	913	37089	Henderson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	22.0	Count
914	914	37091	Hertford	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	4.0	Count
915	915	37093	Hoke	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	7.0	Count
916	916	37097	Iredell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	31.0	Count
917	917	37101	Johnston	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	20.0	Count
918	918	37105	Lee	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	3.0	Count
919	919	37107	Lenoir	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	3.0	Count
920	920	37109	Lincoln	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	8.0	Count
921	921	37113	Macon	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	1.0	Count
922	922	37117	Martin	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	3.0	Count
923	923	37111	McDowell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	8.0	Count
924	924	37119	Mecklenburg	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	495.0	Count
925	925	37121	Mitchell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	1.0	Count
926	926	37123	Montgomery	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	8.0	Count
927	927	37125	Moore	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	8.0	Count
928	928	37127	Nash	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	10.0	Count
929	929	37129	New Hanover	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	33.0	Count
930	930	37131	Northampton	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	30.0	Count
931	931	37133	Onslow	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	8.0	Count
932	932	37135	Orange	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	37.0	Count
933	933	37137	Pamlico	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	1.0	Count
934	934	37139	Pasquotank	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	7.0	Count
935	935	37143	Perquimans	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	1.0	Count
936	936	37145	Person	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	2.0	Count
937	937	37147	Pitt	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	29.0	Count
938	938	37149	Polk	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	4.0	Count
939	939	37151	Randolph	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	19.0	Count
940	940	37155	Robeson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	3.0	Count
941	941	37157	Rockingham	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	2.0	Count
942	942	37159	Rowan	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	31.0	Count
943	943	37161	Rutherford	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	9.0	Count
944	944	37163	Sampson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	1.0	Count
945	945	37165	Scotland	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	2.0	Count
946	946	37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	5.0	Count
947	947	37169	Stokes	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	2.0	Count
948	948	37171	Surry	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	2.0	Count
949	949	37175	Transylvania	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	5.0	Count
950	950	37179	Union	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	55.0	Count
951	951	37181	Vance	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	6.0	Count
952	952	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	234.0	Count
953	953	37187	Washington	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	2.0	Count
954	954	37189	Watauga	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	7.0	Count
955	955	37191	Wayne	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	6.0	Count
956	956	37193	Wilkes	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	4.0	Count
957	957	37195	Wilson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	17.0	Count
958	958	37197	Yadkin	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-02	4.0	Count
959	959	37001	Alamance	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	14.0	Count
960	960	37003	Alexander	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	2.0	Count
961	961	37005	Alleghany	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	2.0	Count
962	962	37007	Anson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	3.0	Count
963	963	37013	Beaufort	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	7.0	Count
964	964	37015	Bertie	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	6.0	Count
965	965	37017	Bladen	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	1.0	Count
966	966	37019	Brunswick	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	22.0	Count
967	967	37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	24.0	Count
968	968	37023	Burke	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	10.0	Count
969	969	37025	Cabarrus	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	56.0	Count
970	970	37027	Caldwell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	3.0	Count
971	971	37031	Carteret	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	14.0	Count
972	972	37033	Caswell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	1.0	Count
973	973	37035	Catawba	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	16.0	Count
974	974	37037	Chatham	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	19.0	Count
975	975	37039	Cherokee	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	8.0	Count
976	976	37041	Chowan	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	1.0	Count
977	977	37043	Clay	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	3.0	Count
978	978	37045	Cleveland	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	10.0	Count
979	979	37047	Columbus	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	2.0	Count
980	980	37049	Craven	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	11.0	Count
981	981	37051	Cumberland	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	35.0	Count
982	982	37053	Currituck	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	2.0	Count
983	983	37055	Dare	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	1.0	Count
984	984	37057	Davidson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	43.0	Count
985	985	37059	Davie	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	12.0	Count
986	986	37061	Duplin	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	3.0	Count
987	987	37063	Durham	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	159.0	Count
988	988	37065	Edgecombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	4.0	Count
989	989	37067	Forsyth	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	63.0	Count
990	990	37069	Franklin	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	13.0	Count
991	991	37071	Gaston	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	37.0	Count
992	992	37073	Gates	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	1.0	Count
993	993	37077	Granville	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	22.0	Count
994	994	37079	Greene	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	5.0	Count
995	995	37081	Guilford	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	79.0	Count
996	996	37083	Halifax	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	7.0	Count
997	997	37085	Harnett	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	19.0	Count
998	998	37087	Haywood	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	1.0	Count
999	999	37089	Henderson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	22.0	Count
1000	1000	37091	Hertford	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	4.0	Count
1001	1001	37093	Hoke	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	9.0	Count
1002	1002	37097	Iredell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	36.0	Count
1003	1003	37101	Johnston	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	24.0	Count
1004	1004	37105	Lee	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	3.0	Count
1005	1005	37107	Lenoir	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	5.0	Count
1006	1006	37109	Lincoln	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	9.0	Count
1007	1007	37113	Macon	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	1.0	Count
1008	1008	37117	Martin	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	3.0	Count
1009	1009	37111	McDowell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	8.0	Count
1010	1010	37119	Mecklenburg	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	564.0	Count
1011	1011	37121	Mitchell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	1.0	Count
1012	1012	37123	Montgomery	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	8.0	Count
1013	1013	37125	Moore	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	8.0	Count
1014	1014	37127	Nash	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	14.0	Count
1015	1015	37129	New Hanover	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	36.0	Count
1016	1016	37131	Northampton	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	33.0	Count
1017	1017	37133	Onslow	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	9.0	Count
1018	1018	37135	Orange	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	44.0	Count
1019	1019	37137	Pamlico	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	2.0	Count
1020	1020	37139	Pasquotank	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	7.0	Count
1021	1021	37143	Perquimans	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	1.0	Count
1022	1022	37145	Person	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	2.0	Count
1023	1023	37147	Pitt	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	31.0	Count
1024	1024	37149	Polk	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	6.0	Count
1025	1025	37151	Randolph	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	19.0	Count
1026	1026	37155	Robeson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	3.0	Count
1027	1027	37157	Rockingham	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	3.0	Count
1028	1028	37159	Rowan	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	36.0	Count
1029	1029	37161	Rutherford	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	10.0	Count
1030	1030	37163	Sampson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	1.0	Count
1031	1031	37165	Scotland	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	2.0	Count
1032	1032	37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	7.0	Count
1033	1033	37169	Stokes	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	3.0	Count
1034	1034	37171	Surry	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	2.0	Count
1035	1035	37175	Transylvania	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	5.0	Count
1036	1036	37179	Union	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	60.0	Count
1037	1037	37181	Vance	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	6.0	Count
1038	1038	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	258.0	Count
1039	1039	37187	Washington	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	2.0	Count
1040	1040	37189	Watauga	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	7.0	Count
1041	1041	37191	Wayne	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	9.0	Count
1042	1042	37193	Wilkes	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	4.0	Count
1043	1043	37195	Wilson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	20.0	Count
1044	1044	37197	Yadkin	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-03	5.0	Count
1045	1045	37001	Alamance	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	16.0	Count
1046	1046	37003	Alexander	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	2.0	Count
1047	1047	37005	Alleghany	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	2.0	Count
1048	1048	37007	Anson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	3.0	Count
1049	1049	37009	Ashe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	1.0	Count
1050	1050	37013	Beaufort	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	8.0	Count
1051	1051	37015	Bertie	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	7.0	Count
1052	1052	37017	Bladen	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	1.0	Count
1053	1053	37019	Brunswick	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	23.0	Count
1054	1054	37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	27.0	Count
1055	1055	37023	Burke	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	13.0	Count
1056	1056	37025	Cabarrus	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	65.0	Count
1057	1057	37027	Caldwell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	5.0	Count
1058	1058	37031	Carteret	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	15.0	Count
1059	1059	37033	Caswell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	1.0	Count
1060	1060	37035	Catawba	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	16.0	Count
1061	1061	37037	Chatham	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	21.0	Count
1062	1062	37039	Cherokee	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	8.0	Count
1063	1063	37041	Chowan	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	1.0	Count
1064	1064	37043	Clay	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	3.0	Count
1065	1065	37045	Cleveland	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	15.0	Count
1066	1066	37047	Columbus	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	4.0	Count
1067	1067	37049	Craven	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	13.0	Count
1068	1068	37051	Cumberland	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	42.0	Count
1069	1069	37053	Currituck	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	2.0	Count
1070	1070	37055	Dare	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	1.0	Count
1071	1071	37057	Davidson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	53.0	Count
1072	1072	37059	Davie	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	14.0	Count
1073	1073	37061	Duplin	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	4.0	Count
1074	1074	37063	Durham	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	181.0	Count
1075	1075	37065	Edgecombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	5.0	Count
1076	1076	37067	Forsyth	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	82.0	Count
1077	1077	37069	Franklin	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	14.0	Count
1078	1078	37071	Gaston	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	42.0	Count
1079	1079	37073	Gates	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	1.0	Count
1080	1080	37077	Granville	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	24.0	Count
1081	1081	37079	Greene	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	6.0	Count
1082	1082	37081	Guilford	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-04	94.0	Count
