GeoFIPS	GeoArea_Name	Economic_Measure_Name	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
 37019	Brunswick, NC	     Apparel manufacturing	(D)	(D)	(D)	(D)	126	-12	-15	3	9	2	0	-3	-3	-1	-17	-5	-4	-7	-7
 37019	Brunswick, NC	     Leather and allied product manufacturing	0	0	-3	-4	0	-24	-17	0	1	2	1	1	0	0	-4	-3	-2	-7	-7
 37019	Brunswick, NC	     Paper manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	2879	3520	(D)	3883	4238
 37019	Brunswick, NC	     Printing and related support activities	535	564	(D)	(D)	2247	2208	2334	2484	2296	2872	2254	2194	2554	2282	2263	2280	1729	(D)	(D)
 37019	Brunswick, NC	     Petroleum and coal products manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	-1	2	15	80	-2	9	164	186
 37019	Brunswick, NC	     Chemical manufacturing	74498	25536	19736	19607	19913	18117	18586	19920	21608	23703	25514	27052	27705	29479	30205	30774	31062	34796	35002
 37019	Brunswick, NC	     Plastics and rubber products manufacturing	4485	4048	3946	4425	(D)	(D)	(D)	(D)	-5	0	-1	0	10	116	(D)	(D)	(D)	(D)	(D)
 37019	Brunswick, NC	   Wholesale trade	(D)	(D)	(D)	(D)	59189	70983	76850	76957	72445	73325	75420	80406	73667	44518	41520	41812	44836	50873	55096
 37019	Brunswick, NC	   Retail trade	86731	90361	97124	114329	122407	126405	132468	121764	120535	123819	126961	130130	133911	143105	152849	163921	171717	183658	198200
 37019	Brunswick, NC	    Motor vehicle and parts dealers	12935	13267	14188	16597	19134	19350	16456	12030	10655	12544	13525	14879	15725	17763	19336	21808	22188	22122	24149
 37019	Brunswick, NC	    Furniture and home furnishings stores	2587	2815	2960	3896	4434	5020	4979	4579	2976	2898	2486	2894	3419	3818	3857	3972	4661	5440	5996
 37019	Brunswick, NC	    Electronics and appliance stores	802	1058	1421	1520	1409	1613	1617	1562	(D)	1757	2706	1931	2003	2455	2301	2145	1808	1923	2202
 37019	Brunswick, NC	    Building material and garden equipment and supplies dealers	13873	13296	14965	18144	21530	18659	20030	17176	18132	17395	17614	16240	16417	18062	18094	19999	21817	22582	26686
 37019	Brunswick, NC	    Food and beverage stores	14507	15301	14671	18932	20665	24420	21712	23964	25546	23761	23087	24352	26197	28456	30225	32041	33359	37753	41753
 37019	Brunswick, NC	    Health and personal care stores	6384	7286	8487	11532	11544	11434	12295	11774	12933	14408	15939	16909	16173	16539	19152	18227	18014	18102	17849
 37019	Brunswick, NC	    Gasoline stations	8468	8872	9894	10869	10362	11182	11599	8090	5925	7946	6907	7429	7283	7693	8507	9527	10223	11063	12305
 37019	Brunswick, NC	    Clothing and clothing accessories stores	1834	2049	2383	2456	2355	2457	2561	2410	2095	2536	2591	3528	3871	3853	3502	4766	4911	4335	4912
 37019	Brunswick, NC	    Sporting goods, hobby, musical instrument, and book stores	2661	858	941	888	1219	1532	1000	1168	(D)	852	1031	1109	1093	1193	1285	1583	3489	3784	3895
 37019	Brunswick, NC	    General merchandise stores	15770	17660	19558	20815	20980	21190	29535	29323	30708	30726	31141	30115	30363	31661	32492	34350	35141	36782	37874
 37019	Brunswick, NC	    Miscellaneous store retailers	5550	5700	5680	6239	5596	5558	6723	6581	6313	6384	6851	7689	8093	8304	9466	9960	9881	11756	12354
 37019	Brunswick, NC	    Nonstore retailers	1360	2199	1976	2441	3179	3990	3961	3107	2773	2612	3083	3055	3274	3308	4632	5543	6225	8016	8225
 37019	Brunswick, NC	   Transportation and warehousing	41662	27355	31548	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	44107	47519	48180	49559	49232	56787
 37019	Brunswick, NC	    Air transportation	(D)	(D)	(D)	(D)	11	-4	1160	(D)	(D)	(D)	(D)	(D)	(D)	(D)	556	485	626	870	927
 37019	Brunswick, NC	    Rail transportation	5033	4287	3481	3640	3142	3102	2772	2460	2124	1921	2035	1814	2547	1781	2090	1762	2273	2766	2838
 37019	Brunswick, NC	    Water transportation	0	-1	-5	99	292	312	343	17	43	-81	-126	-117	15	-77	-73	(D)	(D)	(D)	(D)
 37019	Brunswick, NC	    Truck transportation	10935	10087	10118	15924	20048	21289	22560	20867	23961	24680	21671	22385	24438	31402	34137	31565	29639	29809	31954
 37019	Brunswick, NC	    Transit and ground passenger transportation	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	1962	2552	2317	1828	873	413	(D)
 37019	Brunswick, NC	    Pipeline transportation	0	0	-4	-1	5	6	5	5	0	2	11	16	22	37	73	61	(D)	(D)	(D)
 37019	Brunswick, NC	    Scenic and sightseeing transportation	544	615	664	814	814	979	861	(D)	590	717	479	538	500	472	(D)	625	607	660	689
 37019	Brunswick, NC	    Support activities for transportation	22989	10812	14921	14018	6071	8729	12549	17067	17062	17787	4392	4682	4954	6115	6760	8130	11024	8895	12479
 37019	Brunswick, NC	    Couriers and messengers	(D)	(D)	(D)	(D)	(D)	762	705	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37019	Brunswick, NC	    Warehousing and storage	(D)	1150	1691	1155	258	246	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37019	Brunswick, NC	   Information	12792	14271	15499	17587	22213	20194	21179	23294	23898	26392	28263	26930	26179	25605	25384	23857	24412	24033	27055
 37019	Brunswick, NC	    Publishing industries (except Internet)	(D)	(D)	(D)	(D)	3206	(D)	(D)	(D)	3165	3125	4219	3905	4337	3483	3722	3468	3800	4235	4637
 37019	Brunswick, NC	    Motion picture and sound recording industries	877	(D)	(D)	(D)	5055	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	489
 37019	Brunswick, NC	    Broadcasting (except Internet)	(D)	(D)	1141	938	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	386	102	89	80	82	31	32
 37019	Brunswick, NC	    Internet publishing and broadcasting 8/	9	21	15	4	3	6	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)
 37019	Brunswick, NC	    Telecommunications	(D)	(D)	(D)	(D)	(D)	(D)	13927	15040	(D)	(D)	(D)	(D)	(D)	(D)	18183	(D)	(D)	(D)	(D)
 37019	Brunswick, NC	    Data processing, hosting, and related services	(D)	377	417	360	501	688	(D)	(D)	(D)	1106	1164	(D)	(D)	823	1152	1328	1417	(D)	(D)
 37019	Brunswick, NC	    Other information services 8/	(D)	17	14	2	9	15	(D)	(D)	783	1249	1696	1982	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37019	Brunswick, NC	   Finance and insurance	13760	15386	18784	31380	39016	44114	47320	59431	70506	91725	49475	53107	41591	40168	39633	44174	49791	49034	52486
 37019	Brunswick, NC	    Monetary Authorities-central bank	0	0	0	(D)	(D)	(D)	(D)	(D)	(D)	(D)	0	0	0	0	0	0	0	0	0
 37019	Brunswick, NC	    Credit intermediation and related activities	10989	12602	14592	16891	27565	32215	34831	42785	52638	69311	25935	36987	24659	22275	20506	21732	22084	20965	23818
 37019	Brunswick, NC	    Securities, commodity contracts, and other financial investments and related activities	(D)	(D)	(D)	2545	(D)	3101	3093	(D)	(D)	(D)	7598	5086	5000	3105	3075	6643	9127	(D)	(D)
 37019	Brunswick, NC	    Insurance carriers and related activities	3487	3607	4800	11022	8126	8660	9075	12108	15273	17600	14821	10814	11805	14542	15737	15789	18347	19008	20436
 37019	Brunswick, NC	    Funds, trusts, and other financial vehicles	(D)	(D)	(D)	(D)	(D)	(D)	(D)	514	239	3670	1121	220	127	246	315	10	233	(D)	(D)
 37019	Brunswick, NC	   Real estate and rental and leasing	44760	48444	55591	77761	100517	104635	77542	76041	44229	34482	38398	43461	51075	59087	63694	68876	72286	79441	79965
 37019	Brunswick, NC	    Real estate	41883	45892	53638	75390	95079	92504	67100	67338	40017	32721	35338	39826	48658	56095	58722	62004	65279	68339	68118
 37019	Brunswick, NC	    Rental and leasing services	2571	2258	1782	2239	5256	12059	10399	8690	3525	2115	2702	2972	2205	2820	4741	6603	6632	10779	11535
 37019	Brunswick, NC	    Lessors of nonfinancial intangible assets (except copyrighted works)	306	294	171	132	182	72	43	13	687	-354	358	663	212	172	231	269	375	323	312
 37019	Brunswick, NC	   Professional, scientific, and technical services	58837	51922	54170	52524	60596	71794	74770	78708	77529	89742	93281	99944	110705	(D)	(D)	128891	120276	121299	(D)
 37019	Brunswick, NC	   Management of companies and enterprises	(D)	827	1016	1092	1193	761	784	1104	911	728	690	577	112	(D)	(D)	194	357	484	(D)
 37019	Brunswick, NC	   Administrative and support and waste management and remediation services	(D)	21660	26087	33437	33500	49394	57610	67268	67765	71079	66996	73220	73172	80114	78294	83534	105391	111338	112773
 37019	Brunswick, NC	    Administrative and support services	19497	19918	20817	30609	30387	46755	56086	66079	66735	70286	66218	72383	71997	78526	77298	81822	103463	108258	109436
 37019	Brunswick, NC	    Waste management and remediation services	(D)	1742	5270	2828	3113	2639	1524	1189	1030	793	778	837	1175	1588	996	1712	1928	3080	3337
 37019	Brunswick, NC	   Educational services	3869	4075	5627	4423	3955	5221	8544	9333	9865	9564	9018	8872	8233	9063	11144	13226	13609	17283	17385
 37019	Brunswick, NC	   Health care and social assistance	64421	72855	77570	81318	86468	102082	112753	118391	128868	136250	140158	163505	167304	200431	202219	212522	227568	249322	266657
 37019	Brunswick, NC	    Ambulatory health care services	32064	37593	40252	43353	47368	55805	60072	59408	62453	67960	71876	91942	92467	119804	102631	112743	122207	137943	148836
 37019	Brunswick, NC	    Hospitals	(D)	(D)	(D)	(D)	(D)	(D)	21442	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37019	Brunswick, NC	    Nursing and residential care facilities	11625	12907	13588	14790	15415	16479	17729	(D)	19665	(D)	23206	(D)	(D)	(D)	40438	40758	42241	43639	46259
 37019	Brunswick, NC	    Social assistance	(D)	(D)	(D)	(D)	(D)	(D)	13510	14996	(D)	20428	(D)	22335	24250	26692	(D)	(D)	(D)	(D)	(D)
 37019	Brunswick, NC	   Arts, entertainment, and recreation	21333	23194	27986	56036	55348	38613	50258	51729	47230	47216	47794	43495	50772	60281	59831	63332	68854	75171	78213
 37019	Brunswick, NC	    Performing arts, spectator sports, and related industries	(D)	(D)	(D)	(D)	29004	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	22975	31431	32380
 37019	Brunswick, NC	    Museums, historical sites, and similar institutions	(D)	(D)	(D)	(D)	-24	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	3981	3831	3905
 37019	Brunswick, NC	    Amusement, gambling, and recreation industries	18083	19081	23297	24816	26368	27778	40062	41937	39881	38396	36917	40205	39985	41906	40394	42044	41898	39909	41928
 37019	Brunswick, NC	   Accommodation and food services	31193	33256	36020	49412	49798	57752	61466	59941	57473	60922	68038	73168	77593	87405	93849	104579	108705	115678	124430
 37019	Brunswick, NC	    Accommodation	4400	4706	4254	12122	12342	12786	13840	12373	9023	9445	9824	9980	10843	12776	12825	13605	13647	13640	12742
 37019	Brunswick, NC	    Food services and drinking places	26793	28550	31766	37290	37456	44966	47626	47568	48450	51477	58214	63188	66750	74629	81024	90974	95058	102038	111688
 37019	Brunswick, NC	   Other services (except government and government enterprises)	40603	45198	48825	53568	61054	70292	70150	67995	68943	80467	81673	89430	90252	99201	105586	108620	113715	130032	137200
 37019	Brunswick, NC	    Repair and maintenance	11325	11521	11869	14202	16742	19551	17899	16259	16693	22679	23041	25436	25017	27251	29015	29621	29474	37498	40215
 37019	Brunswick, NC	    Personal and laundry services	10759	12566	13348	14132	16744	18987	17925	15177	15573	20193	21203	24994	24732	26945	28581	28514	31601	35859	37329
 37019	Brunswick, NC	    Religious, grantmaking, civic, professional, and similar organizations	17106	19711	22041	23532	25798	29777	32112	34159	34482	35635	35316	36909	38269	42396	45268	47860	50118	53590	56305
 37019	Brunswick, NC	    Private households	1413	1400	1567	1702	1770	1977	2214	2400	2195	1960	2113	2091	2234	2609	2722	2625	2522	3085	3351
 37019	Brunswick, NC	  Government and government enterprises	166936	171989	184674	199376	216969	231664	253176	279722	283333	290094	292973	288920	290664	294991	309039	316935	334362	360427	375124
 37019	Brunswick, NC	   Federal civilian	20509	20381	21701	24049	25721	27042	28270	29904	32132	35067	35827	35987	34515	35439	38696	40521	43732	46395	49829
 37019	Brunswick, NC	   Military	5012	6765	9573	10109	10832	10234	11053	12700	13946	13933	14282	14017	13216	13126	13520	14057	14395	16191	17511
 37019	Brunswick, NC	   State and local	141415	144843	153400	165218	180416	194388	213853	237118	237255	241094	242864	238916	242933	246426	256823	262357	276235	297841	307784
 37019	Brunswick, NC	    State government	17768	19010	19091	20696	22010	23406	24844	26829	29252	32089	32611	31801	32339	31470	33892	35173	35870	37443	38178
 37019	Brunswick, NC	    Local government	123647	125833	134309	144522	158406	170982	189009	210289	208003	209005	210253	207115	210594	214956	222931	227184	240365	260398	269606
 37021	Buncombe, NC	Personal income (thousands of dollars)	5850633	5950158	6074886	6551111	6937745	7658759	8152646	8359419	8065942	8260908	8690957	9308930	9372047	10113709	10835425	11339942	11901502	12687040	13239850
 37021	Buncombe, NC	Population (persons) 2/	209104	211841	214982	218139	221642	226524	230766	233772	236349	238738	241172	243655	246807	249084	251954	254955	257071	259259	261191
 37021	Buncombe, NC	Per capita personal income (dollars)	27980	28088	28258	30032	31302	33810	35329	35759	34127	34602	36036	38205	37973	40604	43006	44478	46297	48936	50690
 37021	Buncombe, NC	Earnings by place of work	4420549	4467514	4677750	4978632	5279455	5717538	5998090	6090314	5815195	5931959	6058405	6451367	6659757	7176129	7621379	8063431	8396545	8928256	9419565
 37021	Buncombe, NC	 Less: Contributions for government social insurance 3/	509121	514104	547059	573640	613666	657592	699841	711219	692181	699667	654092	680474	801865	856972	912031	954115	985512	1032767	1091381
 37021	Buncombe, NC	  Employee and self-employed contributions for government social insurance	267554	273231	283667	300028	319660	343453	364002	368492	361408	369954	306462	315620	424670	454805	482837	515198	539796	576569	607906
 37021	Buncombe, NC	  Employer contributions for government social insurance	241567	240873	263392	273612	294006	314139	335839	342727	330773	329713	347630	364854	377195	402167	429194	438917	445716	456198	483475
 37021	Buncombe, NC	 Plus: Adjustment for residence 4/	-382504	-353164	-367170	-464504	-512261	-542935	-574628	-609908	-597805	-586440	-592215	-635678	-624178	-699727	-775065	-816786	-871636	-925617	-980856
 37021	Buncombe, NC	 Equals: Net earnings by place of residence	3528924	3600246	3763521	3940488	4153528	4517011	4723621	4769187	4525209	4645852	4812098	5135215	5233714	5619430	5934283	6292530	6539397	6969872	7347328
 37021	Buncombe, NC	 Plus: Dividends, interest, and rent 5/	1352319	1314699	1238573	1453818	1540338	1791255	1979131	1969991	1745983	1730107	1926452	2168645	2102940	2382831	2706708	2803587	3035308	3295684	3345801
 37021	Buncombe, NC	 Plus: Personal current transfer receipts	969390	1035213	1072792	1156805	1243879	1350493	1449894	1620241	1794750	1884949	1952407	2005070	2035393	2111448	2194434	2243825	2326797	2421484	2546721
 37021	Buncombe, NC	 Wages and salaries	3245004	3258771	3388661	3577543	3772620	4051075	4324465	4438317	4250551	4312748	4425821	4622758	4788506	5048809	5410187	5692954	5976236	6339809	6698911
 37021	Buncombe, NC	 Supplements to wages and salaries	710619	722120	785589	844000	910953	967544	1016983	1036915	1062115	1086415	1063213	1144713	1154293	1255471	1296348	1337042	1371086	1440875	1518499
 37021	Buncombe, NC	  Employer contributions for employee pension and insurance funds 6/	469052	481247	522197	570388	616947	653405	681144	694188	731342	756702	715583	779859	777098	853304	867154	898125	925370	984677	1035024
 37021	Buncombe, NC	 Proprietors' income 7/	464926	486623	503500	557089	595882	698919	656642	615082	502529	532796	569371	683896	716958	871849	914844	1033435	1049223	1147572	1202155
 37021	Buncombe, NC	  Farm proprietors' income	13744	838	8373	16205	25111	33017	9185	14486	15299	12475	12599	8360	9263	13918	17795	10630	14227	8633	13157
 37021	Buncombe, NC	  Nonfarm proprietors' income	451182	485785	495127	540884	570771	665902	647457	600596	487230	520321	556772	675536	707695	857931	897049	1022805	1034996	1138939	1188998
 37021	Buncombe, NC	 Farm earnings	17707	4947	12466	20908	30033	38865	16940	23141	23600	19666	22055	20837	22330	27026	30371	25342	28265	20412	27558
 37021	Buncombe, NC	 Nonfarm earnings	4402842	4462567	4665284	4957724	5249422	5678673	5981150	6067173	5791595	5912293	6036350	6430530	6637427	7149103	7591008	8038089	8368280	8907844	9392007
 37021	Buncombe, NC	  Private nonfarm earnings	3712782	3769169	3922619	4164221	4420655	4795264	5044382	5066490	4767616	4871220	4995530	5374909	5580792	6093426	6523410	6948700	7229883	7699206	8124626
 37021	Buncombe, NC	   Forestry, fishing, and related activities	948	967	691	1010	1141	(D)	1367	1868	2515	4932	4259	5170	5757	5924	5929	6623	7040	7371	(D)
 37021	Buncombe, NC	    Forestry and logging	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37021	Buncombe, NC	    Fishing, hunting and trapping	28	24	15	3	6	0	-62	-116	-58	-10	7	34	81	108	133	172	259	286	287
 37021	Buncombe, NC	    Support activities for agriculture and forestry	(D)	(D)	(D)	(D)	(D)	1357	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	6206
 37021	Buncombe, NC	   Mining, quarrying, and oil and gas extraction	5634	5034	4376	5207	5553	(D)	5262	4765	5356	7221	6556	6942	5828	6370	6585	4914	6143	5433	(D)
 37021	Buncombe, NC	    Oil and gas extraction	88	94	57	25	34	0	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	-284
 37021	Buncombe, NC	    Mining (except oil and gas)	5439	4820	4257	5155	5484	(D)	(D)	(D)	(D)	5201	4798	5075	4721	4862	5148	(D)	(D)	(D)	(D)
 37021	Buncombe, NC	    Support activities for mining	107	120	62	27	35	0	1	2	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37021	Buncombe, NC	   Utilities	27333	28698	28440	32470	31343	33087	32629	38030	(D)	(D)	38586	33573	38491	37000	39336	53703	62326	56723	56988
 37021	Buncombe, NC	   Construction	374841	370134	359243	400794	435185	468139	486880	445109	384870	365330	357367	377429	348820	392983	448839	477968	528875	622149	686771
 37021	Buncombe, NC	    Construction of buildings	97712	102982	99078	99537	102274	113666	124277	119120	99727	74153	80025	102060	98642	105540	117117	126871	136444	207198	249288
 37021	Buncombe, NC	    Heavy and civil engineering construction	54406	51394	52065	66829	78847	73379	74448	66106	53698	51537	47098	50208	43255	50396	68035	69691	73047	73237	89694
 37021	Buncombe, NC	    Specialty trade contractors	222723	215758	208100	234428	254064	281094	288155	259883	231445	239640	230244	225161	206923	237047	263687	281406	319384	341714	347789
 37021	Buncombe, NC	   Manufacturing	669986	651672	683540	692591	687195	703705	723986	720040	688046	680798	667420	703599	705620	757644	821492	836336	861985	911139	986023
 37021	Buncombe, NC	    Durable goods manufacturing	444495	422277	457210	477921	478111	496112	518528	(D)	(D)	499919	484673	505819	507469	536048	541045	530189	553236	595512	646478
 37021	Buncombe, NC	     Wood product manufacturing	8435	8032	8999	9484	10374	12244	14015	10004	6892	7192	5825	7131	6804	7336	6922	(D)	6385	4792	4809
 37021	Buncombe, NC	     Nonmetallic mineral product manufacturing	16513	16708	16504	14174	15515	17342	19512	19830	13438	12022	12382	12379	12460	14974	16925	18220	20563	21350	21588
 37021	Buncombe, NC	     Primary metal manufacturing	(D)	149	110	45	-77	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37021	Buncombe, NC	     Fabricated metal product manufacturing	37311	36365	43860	50496	48870	57142	59015	56663	46495	44588	48883	51901	46190	48685	49630	51660	40782	48087	50340
 37021	Buncombe, NC	     Machinery manufacturing	108366	112928	111153	123267	142596	147516	160606	166873	115078	105302	74197	77782	77902	77903	78147	80781	88711	89152	91589
 37021	Buncombe, NC	     Computer and electronic product manufacturing	58525	56833	59893	56636	58134	61972	67730	61556	70144	73364	69029	63605	63497	63044	53193	45927	41804	40416	34721
 37021	Buncombe, NC	     Electrical equipment, appliance, and component manufacturing	137205	126589	141551	147377	130029	131407	126150	139535	191907	195147	211722	229555	234799	251739	254440	241849	240495	259780	276192
 37021	Buncombe, NC	     Motor vehicles, bodies and trailers, and parts manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	9527	(D)	(D)	33190
 37021	Buncombe, NC	     Other transportation equipment manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	31695	33244	36507	(D)	(D)	(D)
 37021	Buncombe, NC	     Furniture and related product manufacturing	5877	5482	9005	10196	10182	4889	3673	4299	4231	3768	3224	3357	4981	6549	7398	7817	8392	8172	11249
 37021	Buncombe, NC	     Miscellaneous manufacturing	31675	26753	30611	27232	26265	26540	25956	26406	26639	25781	25767	26074	23446	26031	31754	30934	35419	36761	41541
 37021	Buncombe, NC	    Nondurable goods manufacturing	225491	229395	226330	214670	209084	207593	205458	(D)	(D)	180879	182747	197780	198151	221596	280447	306147	308749	315627	339545
 37021	Buncombe, NC	     Food manufacturing	12132	13704	13816	13344	14207	14698	15253	15419	17202	17569	17403	18714	18991	21757	22546	21103	20446	25426	25437
 37021	Buncombe, NC	     Beverage and tobacco product manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	(D)	5641	6244	10907	11680	13027	17618	23233	28451	45234	43721	48294	58840
 37021	Buncombe, NC	     Textile mills	38953	32695	34330	30867	26460	24571	31696	19947	15146	13898	13492	13222	11801	12261	17669	19025	17742	18463	19967
 37021	Buncombe, NC	     Textile product mills	32524	35737	36575	34121	28376	24739	7700	8887	8374	(D)	(D)	(D)	6150	5288	10177	7819	7657	6204	6493
 37021	Buncombe, NC	     Apparel manufacturing	8160	8475	7662	6578	1993	(D)	2582	2737	4461	4174	4385	5263	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37021	Buncombe, NC	     Leather and allied product manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	1203	1026	975	740	872
 37021	Buncombe, NC	     Paper manufacturing	(D)	14484	(D)	10703	7823	8378	9807	10780	9984	8137	(D)	4432	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37021	Buncombe, NC	     Printing and related support activities	24079	28305	27649	30995	32399	34566	34920	35298	28864	27881	30528	41837	42563	50347	51868	50760	51970	41986	41484
 37021	Buncombe, NC	     Petroleum and coal products manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	(D)	3267	1816	1735	1946	(D)	1143	(D)	(D)	2719	(D)	(D)	(D)
 37021	Buncombe, NC	     Chemical manufacturing	33908	30512	20072	18329	19178	20985	24948	22271	22698	23241	24400	20246	21646	23813	25997	33765	35516	35271	40956
 37021	Buncombe, NC	     Plastics and rubber products manufacturing	58566	59032	63295	62492	71742	72004	70752	68073	63795	63490	64350	68329	69109	73271	110363	115245	118091	125834	130202
 37021	Buncombe, NC	   Wholesale trade	173729	177909	188347	189920	201153	221358	223728	224806	200017	213739	222502	217822	214617	236067	248576	254894	264917	269237	281308
 37021	Buncombe, NC	   Retail trade	388756	393319	414203	418524	450592	487951	497666	488070	451711	461789	474214	505721	526884	557906	593659	630823	653196	678474	696550
 37021	Buncombe, NC	    Motor vehicle and parts dealers	68219	73664	78434	79302	85188	94072	84693	72088	61857	68949	76371	85893	93146	102056	110554	121000	118601	123861	119925
 37021	Buncombe, NC	    Furniture and home furnishings stores	23480	24185	24231	25156	27244	28331	32464	29687	23557	21804	21875	23571	23897	25077	25665	28457	29173	28700	29357
 37021	Buncombe, NC	    Electronics and appliance stores	15368	15439	19822	20284	21315	22763	19832	21769	18319	18889	21883	20917	19162	18506	18246	18804	18056	18079	17574
 37021	Buncombe, NC	    Building material and garden equipment and supplies dealers	35050	32784	37370	40987	47525	51659	53204	49198	41570	38923	37421	44358	45893	48068	51520	55145	56002	60096	63458
 37021	Buncombe, NC	    Food and beverage stores	56394	55097	56847	54582	56254	58827	70907	76971	69966	71406	74382	77285	83565	93883	102468	104882	115054	122124	128978
 37021	Buncombe, NC	    Health and personal care stores	21542	21521	23374	24691	29898	31650	35310	34981	38080	40393	43901	46176	47852	49618	50399	57112	60472	66050	69297
 37021	Buncombe, NC	    Gasoline stations	36560	35853	37396	33957	32253	37803	39683	39169	31294	36923	32505	33305	31330	32649	36173	37722	40769	44183	47413
 37021	Buncombe, NC	    Clothing and clothing accessories stores	25331	26697	25394	29111	28999	30048	30319	30721	26151	27122	24937	27676	38237	40108	44523	47602	48845	44120	44954
 37021	Buncombe, NC	    Sporting goods, hobby, musical instrument, and book stores	13431	13831	14096	13833	14071	15305	16252	15640	18077	19113	18442	21396	19997	22199	25253	27189	28713	28940	28156
 37021	Buncombe, NC	    General merchandise stores	45431	48171	53227	54276	62488	61791	59822	62070	70674	72038	75366	73493	72627	73569	72800	72220	73943	74671	74346
 37021	Buncombe, NC	    Miscellaneous store retailers	37293	34337	33157	32330	34024	40964	40636	44207	42356	36340	35449	39366	38478	39111	39799	41079	40443	42173	45736
 37021	Buncombe, NC	    Nonstore retailers	10657	11740	10855	10015	11333	14738	14544	11569	9810	9889	11682	12285	12700	13062	16259	19611	23125	25477	27356
 37021	Buncombe, NC	   Transportation and warehousing	179567	134190	123012	132761	150562	165617	175579	172825	(D)	(D)	194355	213936	215195	228025	262671	214112	232843	246165	274793
 37021	Buncombe, NC	    Air transportation	(D)	2888	4181	(D)	17019	29738	36076	31806	31673	(D)	34739	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37021	Buncombe, NC	    Rail transportation	12932	12403	12036	12276	13923	13630	13775	14127	14590	14515	17029	16612	15012	14533	15038	13478	13057	13549	13997
 37021	Buncombe, NC	    Water transportation	45	-274	-40	211	433	419	343	16	36	-114	-257	-259	29	-126	-145	-362	-127	412	389
 37021	Buncombe, NC	    Truck transportation	93531	49488	46679	49266	48294	48586	49178	43678	42077	47981	51912	74863	74487	82054	89097	90633	98564	104087	114649
 37021	Buncombe, NC	    Transit and ground passenger transportation	5764	6501	7625	7865	7429	8146	8834	10374	9171	11039	11834	13054	13659	15057	16083	15296	15035	14759	15835
 37021	Buncombe, NC	    Pipeline transportation	69	-72	-31	-2	7	8	5	5	0	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37021	Buncombe, NC	    Scenic and sightseeing transportation	(D)	(D)	273	123	29	5	(D)	(D)	(D)	(D)	(D)	711	682	(D)	(D)	(D)	(D)	(D)	(D)
 37021	Buncombe, NC	    Support activities for transportation	14011	16488	5920	4927	4778	5479	4884	5692	5376	5625	7094	8120	10353	8838	12113	14218	18043	20876	24070
 37021	Buncombe, NC	    Couriers and messengers	16634	(D)	(D)	(D)	(D)	(D)	23706	23916	24997	25798	25723	(D)	(D)	(D)	(D)	(D)	(D)	(D)	10588
 37021	Buncombe, NC	    Warehousing and storage	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	59660	63318	70403	71960	86606
 37021	Buncombe, NC	   Information	80044	76490	75635	80468	82372	83938	95269	95150	96219	92064	101620	109577	110317	113629	108868	124680	125970	123362	130588
