,Series ID	Region Name	Region Code	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
ATNHPIUS20031A	Coffey County, KS	20031																			78.66	82.02	81.81	86.41	88.81	94.51	97.49	100	106.32	109.7	112.36	114.82	124.09	125.13	128.84	133.13	133.72	135.73	125.54	138.66	135.21	130.38	140.75	147.7	155.57	165.25	159.73
ATNHPIUS01033A	Colbert County, AL	1033												63.72	63.76	64.32	68.08	74.29	77.98	79.27	84.0	86.36	90.28	93.89	94.87	98.77	97.99	100	102.74	104.13	105.81	107.72	112.81	119.67	125.63	128.57	129.62	126.91	124.04	125.32	124.61	126.68	127.44	130.64	135.18	137.29	142.63
ATNHPIUS29051A	Cole County, MO	29051				48.24	57.41	77.51	0.0	0.0	61.75	63.92	64.44	64.83	65.19	66.5	67.31	68.26	68.31	68.83	69.45	76.75	82.03	85.24	89.69	90.87	95.92	100	102.86	105.62	107.5	111.79	116.55	120.22	121.77	123.27	122.95	122.43	122.44	123.07	123.43	122.97	124.8	127.75	129.04	136.26	139.42
ATNHPIUS17029A	Coles County, IL	17029											57.94	62.11	66.05	66.68	67.98	70.78	71.98	74.09	77.68	86.21	88.41	91.87	94.81	96.96	99.07	100	102.09	103.07	104.0	106.79	110.34	113.24	115.65	116.83	117.24	117.68	115.44	117.17	117.64	118.13	119.04	119.53	120.04	118.47	121.69
ATNHPIUS31037A	Colfax County, NE	31037																								96.11	93.58	100	105.48	105.89	106.06	113.17	120.27	126.86	117.81	120.81	121.46	119.65	123.61	124.57	125.4	141.08	131.32	136.85	156.0	159.24	173.65
ATNHPIUS35007A	Colfax County, NM	35007												72.48	70.17	62.68	62.08	72.99	71.18	69.75	73.11	83.44	82.55	86.69	86.46	93.58	101.9	100	104.9	107.35	113.8	116.82	122.55	142.18	144.66	142.45	147.49	141.54	137.82	138.51	128.44	128.45	140.11	121.49	140.59	120.66	137.5
ATNHPIUS45029A	Colleton County, SC	45029												53.48	54.35	54.48	55.01	59.84	59.71	61.51	61.17	61.95	67.5	75.07	73.59	82.62	91.78	100	108.48	112.42	119.15	126.3	139.36	154.87	161.95	165.81	153.03	142.3	134.32	130.01	125.94	130.02	129.43	137.46	138.66	147.78	150.55
ATNHPIUS12021A	Collier County, FL	12021	26.1	30.66	32.99	34.76	37.96	40.63	42.0	46.92	47.66	49.74	49.97	52.12	53.63	58.46	64.69	67.54	69.53	70.32	70.97	71.51	73.84	75.64	79.83	84.9	89.25	100	112.92	124.81	134.15	156.27	204.98	249.42	231.12	173.93	132.27	124.42	118.32	120.93	131.46	149.84	171.09	186.61	196.58	209.0	216.98
ATNHPIUS48085A	Collin County, TX	48085	36.21	40.76	44.15	49.37	59.62	67.54	71.74	75.76	80.01	84.48	87.78	89.13	85.27	81.01	79.42	79.96	80.74	82.24	82.63	83.06	83.89	85.73	87.95	91.21	94.59	100	105.42	108.61	109.94	111.13	114.04	117.67	120.52	120.59	119.98	119.61	117.52	118.38	125.03	138.14	152.09	168.28	185.63	196.33	199.99
ATNHPIUS51570A	Colonial Heights city, VA	51570			39.15	43.43	46.77	47.41	0.0	0.0	54.79	59.57	60.86	65.54	66.97	72.25	76.66	78.48	80.29	81.57	84.29	85.93	86.77	89.04	90.92	94.82	96.1	100	105.4	108.6	113.48	123.98	143.39	163.87	173.99	170.87	163.24	150.86	140.28	133.51	129.95	132.38	134.01	138.72	144.2	153.68	159.78
ATNHPIUS48089A	Colorado County, TX	48089																				0.0	0.0	0.0	0.0	0.0	87.35	100	99.68	105.87	108.03	111.24	120.11	125.77	134.82	142.16	140.47	135.11	135.93	138.23	147.02	146.19	160.45	162.7	169.33	185.33	199.84
ATNHPIUS13071A	Colquitt County, GA	13071												66.72	71.51	68.12	71.72	67.81	72.31	70.66	76.64	75.19	77.92	82.05	89.25	91.54	96.37	100	104.22	106.8	107.88	114.07	123.43	134.76	140.23	139.66	139.89	132.53	125.44	126.31	123.54	125.88	128.92	128.57	127.38	140.08	141.58
ATNHPIUS13073A	Columbia County, GA	13073			45.31	51.52	53.46	56.72	57.47	66.09	64.75	70.31	73.86	77.43	80.04	80.47	80.81	82.49	84.33	87.23	89.29	90.64	90.92	92.89	93.76	96.44	97.89	100	103.77	106.2	108.3	115.16	124.64	134.16	140.8	140.07	137.93	133.43	125.47	121.44	121.48	124.55	130.58	133.9	139.64	146.15	152.73
ATNHPIUS41009A	Columbia County, OR	41009											43.86	43.38	41.71	42.15	45.19	49.68	55.19	58.93	63.94	70.28	81.11	87.32	92.82	96.58	98.33	100	102.65	104.75	105.47	112.27	125.91	147.17	156.04	154.66	138.89	126.02	116.33	109.43	113.62	127.51	135.58	152.48	168.49	182.59	189.13
ATNHPIUS42037A	Columbia County, PA	42037											49.32	53.09	57.4	63.54	70.46	74.21	77.79	80.85	82.82	86.37	88.27	90.82	93.67	94.78	95.24	100	103.86	106.38	109.35	115.78	124.81	132.91	135.74	141.7	139.48	141.03	138.21	139.33	140.48	140.89	143.02	144.06	145.97	148.33	153.72
ATNHPIUS05027A	Columbia County, AR	5027																		72.23	75.48	85.28	83.7	88.17	91.23	93.68	99.74	100	102.44	103.67	107.91	109.69	107.38	117.85	120.03	125.35	122.82	122.4	117.67	125.5	127.28	129.37	122.42	131.66	137.12	132.75	148.13
ATNHPIUS55021A	Columbia County, WI	55021											46.83	49.15	48.0	49.71	51.9	54.92	57.07	59.6	62.75	69.72	77.88	82.53	86.71	89.22	94.58	100	104.62	107.81	111.37	119.35	129.21	134.48	137.72	136.25	131.73	125.07	121.56	117.32	116.74	119.03	121.53	128.13	133.14	141.46	147.27
ATNHPIUS36021A	Columbia County, NY	36021													71.84	89.01	95.43	94.16	87.2	91.32	87.77	88.77	82.34	89.41	87.49	87.95	92.38	100	104.5	112.42	121.67	136.79	163.03	172.4	176.16	174.61	170.02	160.68	158.11	152.56	152.63	152.02	152.94	160.32	166.35	167.95	178.25
ATNHPIUS53013A	Columbia County, WA	53013																			67.84	82.39	89.12	91.46	97.61	98.01	98.25	100	102.65	104.84	107.42	115.94	142.27	154.72	165.51	181.64	166.04	164.38	160.53	159.33	160.32	172.46	166.98	183.21	187.83	204.03	211.32
ATNHPIUS39029A	Columbiana County, OH	39029			36.47	38.06	47.36	49.0	0.0	45.92	50.98	44.88	47.91	48.46	49.22	51.52	53.37	56.29	60.51	62.21	66.2	70.12	77.46	82.03	88.32	91.15	95.94	100	103.08	105.0	106.71	108.41	111.6	111.52	109.95	107.13	105.59	102.37	98.49	94.06	98.28	99.89	102.77	104.26	110.19	112.51	119.03
ATNHPIUS37047A	Columbus County, NC	37047																		71.43	69.97	76.61	76.36	84.48	88.04	88.9	95.01	100	102.69	103.64	104.88	107.95	114.98	128.47	130.78	132.79	127.87	122.86	117.73	114.14	111.78	111.47	109.19	117.86	108.33	116.66	117.62
ATNHPIUS06011A	Colusa County, CA	6011												57.38	60.92	63.3	66.6	73.44	81.34	86.37	87.58	84.83	91.04	88.04	92.63	90.65	92.08	100	111.36	119.17	132.68	159.57	206.13	220.66	218.74	168.47	141.9	120.31	116.54	114.34	121.88	142.05	148.66	160.73	173.98	195.75	209.21
ATNHPIUS48091A	Comal County, TX	48091					53.59	58.99	71.76	59.76	73.27	75.9	79.91	78.83	78.93	69.62	67.54	70.01	68.42	72.93	76.07	80.2	84.31	87.17	90.35	91.77	95.4	100	104.05	107.93	110.08	114.69	120.81	130.04	139.93	142.14	141.74	139.47	138.22	141.94	145.72	153.74	164.22	172.65	182.71	191.46	205.03
ATNHPIUS40031A	Comanche County, OK	40031		41.44	44.84	52.45	57.4	66.88	64.2	58.43	81.97	79.88	86.85	84.79	87.11	76.85	79.12	81.42	82.0	84.84	88.67	90.95	93.56	97.27	97.18	100.13	99.7	100	102.51	105.92	107.76	114.32	125.9	133.94	138.8	140.1	138.27	140.02	138.34	135.01	134.89	132.54	130.78	130.98	131.11	132.16	131.83
ATNHPIUS22029A	Concordia Parish, LA	22029																			69.08	74.18	84.77	86.63	88.77	92.81	95.83	100	103.66	106.89	110.73	112.58	122.79	135.66	143.33	149.15	156.81	146.22	152.05	155.22	158.16	160.22	158.31	172.94	164.39	172.11	173.99
ATNHPIUS06013A	Contra Costa County, CA	6013	16.19	18.48	21.96	25.22	29.74	35.89	40.09	40.49	41.0	42.0	44.35	46.67	49.81	55.92	68.04	74.24	73.78	72.95	70.9	69.44	67.98	67.72	69.31	75.51	82.27	100	114.92	125.14	134.91	155.83	195.49	210.57	194.92	148.09	126.52	121.3	113.48	114.08	130.1	151.98	162.05	178.56	194.6	210.22	214.83
ATNHPIUS56009A	Converse County, WY	56009																		61.43	64.69	70.74	77.86	83.53	87.38	90.4	93.23	100	107.25	112.56	119.85	130.28	146.01	163.67	179.51	185.54	183.37	181.37	184.49	193.33	195.59	204.8	210.79	207.29	198.02	208.42	225.41
ATNHPIUS05029A	Conway County, AR	5029																						88.66	85.79	91.93	94.1	100	100.11	103.63	102.46	104.56	109.13	117.59	123.36	127.23	122.93	121.34	117.33	115.76	119.92	116.1	122.29	121.32	122.02	122.37	135.03
ATNHPIUS13075A	Cook County, GA	13075																			74.57	70.78	79.26	84.6	88.52	98.41	98.57	100	100.39	102.12	107.18	110.21	113.11	119.51	125.93	124.12	119.23	115.89	103.08	103.95	95.04	102.79	109.44	106.82	115.12	114.09	121.3
ATNHPIUS27031A	Cook County, MN	27031																								98.1	101.53	100	118.81	128.07	138.97	154.6	168.42	174.09	191.25	188.51	181.82	176.53	168.22	166.45	167.35	172.46	164.4	169.18	186.68	172.34	198.71
ATNHPIUS17031A	Cook County, IL	17031	24.71	27.07	31.43	36.66	37.95	38.1	40.71	39.51	41.76	44.35	46.35	49.06	53.72	60.11	65.26	68.68	71.06	73.12	75.15	77.35	80.27	82.64	85.29	87.3	91.32	100	106.86	113.96	119.05	130.35	145.32	156.34	158.23	149.68	131.9	119.94	111.88	107.24	108.46	114.93	118.94	122.95	127.97	131.8	134.24
ATNHPIUS48097A	Cooke County, TX	48097					53.44	60.61	0.0	0.0	0.0	67.94	75.56	74.08	76.9	73.18	70.87	66.6	69.16	72.33	74.97	76.06	79.95	85.77	88.12	91.39	96.35	100	109.4	110.9	114.35	119.47	123.41	132.48	134.7	140.87	135.92	131.95	132.41	130.43	135.82	145.55	152.77	154.53	168.85	179.82	195.9
ATNHPIUS29053A	Cooper County, MO	29053												56.7	61.22	54.84	62.43	58.27	65.75	66.81	67.89	70.78	81.72	90.92	90.04	93.46	97.15	100	102.56	104.75	107.19	109.61	116.27	121.95	123.59	125.87	123.09	120.08	121.09	119.95	121.35	128.61	125.34	133.55	136.96	140.11	146.8
ATNHPIUS41011A	Coos County, OR	41011		30.24	38.82	41.6	52.14	50.78	54.92	42.8	50.01	46.19	46.65	47.3	45.79	50.6	51.99	61.41	66.15	72.68	78.89	83.22	89.22	91.22	93.46	97.12	99.18	100	106.93	111.22	117.7	136.08	169.66	202.69	205.9	199.96	181.43	161.88	150.06	144.82	148.59	155.1	163.42	176.3	185.2	201.25	212.88
ATNHPIUS33007A	Coos County, NH	33007												75.71	98.88	112.26	117.06	107.62	98.17	96.87	96.5	92.51	94.15	91.62	94.32	94.08	97.95	100	109.44	115.68	124.68	143.77	168.43	174.49	176.11	174.55	160.64	145.88	144.8	141.68	137.18	140.01	141.52	141.11	148.67	153.8	156.63
ATNHPIUS28029A	Copiah County, MS	28029																		77.37	79.83	78.78	79.37	87.79	86.99	90.75	94.4	100	102.04	107.66	109.12	114.31	121.78	127.61	136.2	135.11	132.34	132.28	131.64	129.6	127.93	131.15	140.26	142.87	144.65	151.68	159.9
ATNHPIUS36023A	Cortland County, NY	36023												63.46	74.77	90.62	88.81	96.33	95.72	98.17	98.13	95.81	93.88	94.68	92.19	94.8	94.7	100	101.24	104.95	108.52	116.37	122.85	128.97	139.2	143.32	141.99	139.55	135.81	134.34	133.96	132.99	142.27	146.24	140.57	145.92	149.19
ATNHPIUS48099A	Coryell County, TX	48099																			86.99	90.54	91.99	96.18	91.64	98.73	95.49	100	100.33	105.44	108.86	110.94	119.65	121.3	133.33	135.46	132.08	130.06	132.78	129.38	129.22	131.37	130.26	136.51	141.28	143.85	157.27
ATNHPIUS39031A	Coshocton County, OH	39031			33.85	41.87	43.13	0.0	0.0	0.0	50.19	55.66	55.43	57.39	60.39	56.85	60.61	61.86	65.18	66.08	67.39	74.8	75.89	84.3	88.76	93.71	93.69	100	103.37	105.63	104.7	106.5	111.9	118.18	109.08	108.9	107.66	102.51	99.11	101.23	103.36	103.07	106.07	106.98	115.8	114.37	122.68
ATNHPIUS27033A	Cottonwood County, MN	27033																		69.0	71.51	76.36	86.87	88.46	96.82	98.19	98.21	100	108.05	115.36	117.24	124.22	129.29	134.62	138.08	140.46	135.47	133.64	132.19	131.93	136.47	134.41	145.85	150.39	149.11	160.76	166.67
ATNHPIUS28031A	Covington County, MS	28031																								95.91	99.42	100	105.79	107.61	109.37	114.67	121.25	138.92	141.66	148.98	142.47	138.59	135.75	131.47	134.5	136.17	136.7	141.74	142.87	159.34	144.71
ATNHPIUS01039A	Covington County, AL	1039																								96.27	90.0	100	101.93	104.5	103.05	102.07	116.12	132.24	139.61	146.88	139.07	131.85	129.04	131.42	130.36	134.06	131.27	133.11	135.8	135.93	134.26
ATNHPIUS13077A	Coweta County, GA	13077				38.67	39.1	43.34	43.35	48.4	50.03	54.13	53.12	57.33	60.62	65.39	67.56	67.37	69.63	70.65	72.2	74.48	76.45	79.98	84.56	87.86	92.76	100	105.83	110.22	112.17	116.83	122.3	126.44	128.19	125.38	117.5	107.4	99.15	93.54	99.87	108.28	115.21	123.31	130.18	141.68	149.67
ATNHPIUS20035A	Cowley County, KS	20035			50.48	51.58	54.17	63.34	51.1	58.92	67.05	62.15	56.82	65.28	66.41	67.26	63.42	62.53	71.18	70.54	77.19	77.37	82.28	88.56	91.64	91.64	97.0	100	107.07	107.92	106.89	110.02	110.81	114.18	116.04	117.65	118.43	115.93	113.79	112.15	115.65	114.82	115.22	121.58	124.58	123.21	129.97
ATNHPIUS53015A	Cowlitz County, WA	53015	24.94	30.33	33.5	38.84	43.97	44.97	47.69	41.77	39.6	46.58	48.6	47.45	47.27	49.08	53.82	58.29	63.61	67.95	73.47	78.36	86.06	90.62	93.77	97.57	99.94	100	103.48	105.41	105.66	110.78	124.33	145.49	157.09	153.83	139.84	128.06	118.99	114.77	115.41	124.79	133.9	144.75	159.16	176.85	193.36
ATNHPIUS40035A	Craig County, OK	40035																								88.0	93.67	100	98.86	103.24	104.7	104.22	111.82	116.0	120.77	120.54	120.8	119.83	123.55	123.52	127.87	106.54	136.03	127.8	0.0	137.35	122.47
ATNHPIUS05031A	Craighead County, AR	5031			49.5	53.1	60.81	59.33	61.1	57.06	66.19	66.79	68.5	69.89	72.85	70.49	72.0	72.66	76.41	76.85	78.58	80.55	86.88	88.97	91.88	94.72	97.41	100	105.24	107.99	109.16	111.66	113.36	117.09	117.37	118.78	118.9	118.42	119.32	121.32	122.22	122.95	124.81	128.04	132.55	136.68	141.44
ATNHPIUS37049A	Craven County, NC	37049				43.82	47.25	52.97	0.0	59.19	58.93	59.96	65.16	64.79	67.15	73.11	75.45	78.24	79.97	80.61	80.6	83.35	88.0	89.53	93.01	94.66	96.8	100	102.93	104.67	106.43	113.79	125.3	141.21	151.9	148.06	142.84	134.23	130.43	126.29	123.16	123.2	123.43	127.75	128.95	133.72	143.07
ATNHPIUS13079A	Crawford County, GA	13079																									98.54	100	102.08	104.33	106.46	107.07	114.29	117.22	123.15	121.37	116.31	111.62	98.9	98.99	103.19	102.03	100.64	108.66	105.5	108.85	120.19
ATNHPIUS05033A	Crawford County, AR	5033			46.16	46.4	63.55	0.0	0.0	0.0	0.0	0.0	75.05	73.21	73.81	71.95	68.87	74.77	73.62	76.81	78.06	81.05	85.87	87.53	91.66	95.47	96.71	100	104.54	106.58	108.74	111.86	118.62	125.19	131.04	131.34	130.47	126.74	125.26	126.61	123.04	127.79	127.51	129.82	130.99	137.96	143.11
ATNHPIUS26039A	Crawford County, MI	26039																		60.87	64.69	68.92	72.7	77.96	84.89	88.73	91.38	100	106.44	109.89	112.54	121.9	126.95	130.39	123.15	120.77	111.55	104.47	96.81	96.73	94.65	95.85	98.66	104.77	114.37	113.79	124.91
ATNHPIUS19047A	Crawford County, IA	19047																		68.32	70.52	74.27	81.09	84.42	89.04	94.28	96.38	100	105.25	105.9	107.8	110.33	115.02	118.48	124.77	123.77	125.62	125.74	122.71	126.28	128.6	126.18	141.46	135.58	138.44	143.99	145.48
ATNHPIUS17033A	Crawford County, IL	17033																		78.57	80.62	88.19	89.86	92.33	96.93	97.82	101.1	100	102.8	106.06	107.9	106.25	109.26	122.53	122.55	126.51	129.31	131.48	135.77	137.44	138.15	146.63	145.89	148.07	151.94	149.44	157.76
ATNHPIUS42039A	Crawford County, PA	42039												64.02	60.71	0.0	64.33	72.63	70.31	75.15	85.07	76.87	81.25	82.89	89.42	93.13	93.69	100	104.44	106.88	109.21	111.9	113.26	117.77	119.49	120.88	119.07	113.26	115.13	114.86	117.95	116.43	122.84	125.7	125.54	128.32	131.42
ATNHPIUS55023A	Crawford County, WI	55023												56.57	56.46	59.69	52.95	56.12	58.67	61.05	60.66	67.79	72.73	81.19	82.51	86.63	97.98	100	101.99	107.35	109.25	111.8	120.31	122.86	125.91	127.11	125.37	121.75	120.05	118.53	118.16	120.96	124.05	126.09	128.77	139.21	141.94
ATNHPIUS29055A	Crawford County, MO	29055																			69.34	75.15	78.93	83.26	92.14	92.56	95.66	100	106.94	113.06	116.21	123.22	132.03	138.88	143.11	147.96	144.77	141.39	142.36	141.16	137.16	140.59	140.48	151.47	147.32	158.56	165.21
ATNHPIUS39033A	Crawford County, OH	39033										51.22	45.94	49.32	51.1	50.53	55.92	55.83	59.28	60.7	62.29	66.88	73.0	78.84	83.44	90.55	92.7	100	102.57	104.37	107.76	110.03	110.69	106.92	105.99	103.24	100.84	92.85	86.94	87.46	82.3	86.02	86.85	92.06	98.33	96.53	108.58
ATNHPIUS20037A	Crawford County, KS	20037			47.51	49.49	52.72	55.26	0.0	0.0	61.18	62.42	61.26	62.08	61.12	63.43	67.65	67.49	65.26	69.47	73.6	81.23	87.03	93.6	95.15	96.95	100.73	100	108.36	110.15	114.55	118.29	127.23	132.14	133.72	134.36	136.93	130.93	135.95	129.84	132.18	135.72	136.59	137.44	136.13	145.37	148.8
ATNHPIUS40037A	Creek County, OK	40037			44.02	48.09	56.03	62.84	68.19	85.83	73.36	75.69	69.41	71.74	68.77	69.24	65.85	66.22	67.78	70.38	73.6	74.14	78.81	83.27	83.92	89.58	93.26	100	105.31	108.23	110.76	114.0	116.53	123.35	127.06	128.99	128.83	128.33	121.9	124.05	126.71	127.06	135.64	135.22	141.8	145.9	148.97
ATNHPIUS01041A	Crenshaw County, AL	1041																									97.04	100	101.6	112.74	114.57	116.85	126.79	135.83	135.88	143.68	147.87	134.12	138.23	133.49	135.58	135.85	131.73	142.1	140.68	141.47	157.92
ATNHPIUS13081A	Crisp County, GA	13081																69.57	67.92	68.47	68.28	74.11	79.2	81.61	85.84	88.79	95.67	100	101.56	103.92	106.64	116.23	118.62	128.34	133.96	139.35	134.79	117.98	120.46	119.01	118.61	118.31	123.4	119.19	125.21	131.34	120.76
ATNHPIUS05035A	Crittenden County, AR	5035			45.12	46.0	57.2	61.3	0.0	65.05	68.81	0.0	74.78	77.14	69.16	75.22	73.89	74.01	78.79	76.16	78.14	81.34	87.06	90.73	93.55	97.26	98.91	100	105.66	108.05	108.12	111.59	117.77	123.0	126.46	126.5	123.92	118.92	118.05	116.98	116.48	116.19	118.63	118.4	123.07	126.44	127.31
ATNHPIUS21055A	Crittenden County, KY	21055																									101.77	100	103.86	106.33	107.37	110.34	114.2	116.22	126.54	128.92	130.12	130.18	128.14	120.57	121.35	131.94	127.99	132.83	125.97	128.38	127.1
ATNHPIUS47033A	Crockett County, TN	47033																							86.76	91.85	86.46	100	94.48	98.48	98.36	97.64	107.01	116.14	113.66	111.17	106.1	105.86	103.33	103.31	101.06	102.83	105.11	105.16	110.5	0.0	109.05
ATNHPIUS56011A	Crook County, WY	56011																								95.32	97.91	100	110.44	115.79	122.71	125.23	146.4	162.51	183.6	189.85	186.37	181.11	182.04	182.44	186.78	162.8	193.44	192.85	200.31	195.97	189.72
ATNHPIUS41013A	Crook County, OR	41013																		71.47	79.1	83.3	86.4	88.14	90.3	94.09	96.5	100	106.76	110.61	115.73	125.78	151.2	195.05	212.22	192.96	152.75	118.36	108.47	108.25	121.28	136.94	148.98	168.12	187.56	205.76	219.99
ATNHPIUS05037A	Cross County, AR	5037																		67.64	78.45	76.93	85.69	91.6	94.81	100.27	99.48	100	105.64	101.99	108.28	107.34	115.09	115.15	118.02	118.77	118.71	114.67	112.69	112.56	116.0	109.58	111.99	117.68	120.48	121.32	118.96
ATNHPIUS27035A	Crow Wing County, MN	27035												52.42	53.11	56.86	56.06	56.8	60.01	62.1	65.37	67.26	73.33	76.85	80.24	87.03	92.52	100	106.79	113.85	118.8	128.84	140.89	147.08	147.91	144.05	136.03	126.89	120.49	116.19	118.32	119.52	122.16	126.82	132.87	139.38	147.02
ATNHPIUS01043A	Cullman County, AL	1043																	63.09	64.92	70.12	75.56	80.05	84.51	88.18	93.37	94.99	100	103.83	105.48	107.25	106.95	113.8	120.82	127.04	129.54	127.77	123.53	121.74	119.96	120.4	120.0	124.27	123.81	130.89	131.78	138.11
ATNHPIUS51047A	Culpeper County, VA	51047												59.55	57.29	71.85	83.2	88.89	87.15	85.11	83.57	84.47	86.55	87.83	89.42	91.62	93.13	100	108.54	119.54	128.68	151.23	186.72	202.61	198.45	177.04	150.51	135.6	133.81	128.03	138.16	146.72	154.24	157.74	166.17	170.31	177.55
ATNHPIUS37051A	Cumberland County, NC	37051								57.4	56.76	63.58	66.28	67.61	71.23	73.09	76.1	77.55	79.57	81.61	84.43	87.73	92.05	94.07	96.34	97.3	97.88	100	102.63	103.98	104.35	107.44	113.48	121.33	126.92	128.51	129.35	128.7	127.94	124.55	122.53	120.22	120.34	121.2	119.14	122.35	125.17
ATNHPIUS51049A	Cumberland County, VA	51049																										100	102.26	107.17	111.41	118.82	138.41	149.67	161.76	156.15	146.81	147.5	137.09	136.95	130.15	131.15	126.81	140.1	134.65	151.92	158.31
ATNHPIUS34011A	Cumberland County, NJ	34011	30.28	31.23	34.29	35.2	41.17	44.54	47.01	50.21	48.95	53.22	56.05	59.85	67.2	76.16	86.42	88.58	88.64	89.44	89.97	90.62	91.16	92.45	94.14	96.21	98.13	100	105.64	111.71	117.41	131.37	155.2	176.13	183.37	174.48	160.28	152.73	144.73	139.52	136.71	134.75	135.3	137.93	138.64	141.17	148.32
ATNHPIUS23005A	Cumberland County, ME	23005		24.53	26.43	31.77	34.21	35.93	41.61	42.17	43.28	50.2	56.65	63.55	72.58	81.92	84.77	82.66	78.9	78.38	77.31	76.88	77.75	79.92	82.17	85.47	90.64	100	109.49	119.72	127.81	143.3	158.87	163.72	164.31	161.3	153.78	148.21	145.52	143.15	145.83	149.65	155.27	161.08	171.29	181.58	190.74
ATNHPIUS17035A	Cumberland County, IL	17035																								98.39	109.44	100	107.11	108.86	113.29	113.46	121.43	122.3	125.05	127.72	129.68	129.77	132.85	135.2	139.1	138.88	137.3	146.89	146.59	149.85	153.01
ATNHPIUS47035A	Cumberland County, TN	47035																		79.52	79.19	86.87	90.66	85.97	94.66	92.8	94.79	100	100.36	101.95	102.45	109.19	117.92	130.64	135.33	136.08	131.52	125.49	120.95	114.89	117.62	118.78	119.99	120.74	128.39	132.17	138.99
ATNHPIUS42041A	Cumberland County, PA	42041	30.2	33.43	35.9	38.89	45.95	49.33	47.56	55.48	54.01	56.01	59.22	62.34	66.45	71.15	74.98	77.86	79.56	81.76	83.63	86.39	89.36	90.87	93.81	96.08	97.58	100	103.87	107.1	110.1	117.49	127.9	138.45	144.12	146.3	143.18	140.29	138.22	136.57	136.58	137.77	138.94	142.53	145.31	151.45	154.85
ATNHPIUS31039A	Cuming County, NE	31039																			69.61	76.03	85.31	93.85	98.91	97.48	97.46	100	104.27	104.57	105.39	109.94	109.71	116.95	119.65	121.46	121.02	117.66	120.46	124.62	123.41	130.33	143.2	150.94	157.08	162.55	171.55
ATNHPIUS37053A	Currituck County, NC	37053																	80.16	80.73	80.86	80.32	83.99	81.68	86.37	90.59	93.46	100	107.87	117.74	127.68	146.46	177.25	199.58	198.6	191.33	177.38	162.97	152.8	147.52	146.13	144.35	149.44	150.72	157.86	159.1	169.14
ATNHPIUS35009A	Curry County, NM	35009					62.71	60.1	51.47	56.39	70.64	0.0	88.87	86.81	89.53	86.39	86.05	89.78	90.54	91.29	93.59	94.94	93.82	95.64	93.81	95.02	96.68	100	102.22	106.68	112.88	128.52	144.32	153.99	164.36	164.55	166.97	169.68	168.55	167.99	169.38	174.03	171.78	166.21	173.53	168.34	171.16
ATNHPIUS41015A	Curry County, OR	41015															62.7	73.59	77.87	81.55	83.56	87.5	88.85	95.67	93.62	95.42	96.76	100	105.37	115.12	123.66	153.37	186.15	208.23	206.14	198.48	179.73	161.49	146.66	136.82	139.86	147.14	152.4	168.09	178.62	193.38	203.62
ATNHPIUS31041A	Custer County, NE	31041																								107.23	105.11	100	106.31	103.97	107.62	133.52	123.1	136.17	139.07	142.83	139.53	139.7	149.43	143.85	151.34	164.74	176.35	189.56	177.42	201.45	212.32
ATNHPIUS40039A	Custer County, OK	40039					76.7	75.26	86.14	95.99	92.65	85.45	75.56	75.64	67.59	63.36	70.58	73.77	72.92	78.42	82.66	85.07	93.73	90.73	92.64	95.06	98.38	100	107.11	107.98	111.14	115.94	127.58	134.44	147.88	149.31	150.92	150.74	152.09	158.48	163.17	168.05	171.63	174.27	180.65	176.26	182.32
ATNHPIUS30017A	Custer County, MT	30017																								92.36	98.45	100	100.84	105.96	109.39	116.91	128.99	144.34	160.03	163.78	168.08	163.88	169.74	188.89	199.82	220.25	221.56	231.25	231.45	237.26	237.8
ATNHPIUS08027A	Custer County, CO	8027																							82.73	85.58	94.64	100	108.66	115.22	118.17	122.84	131.7	132.77	134.15	143.07	139.85	134.88	131.66	130.72	130.7	133.02	142.93	145.05	158.3	167.77	170.51
ATNHPIUS39035A	Cuyahoga County, OH	39035	29.94	33.46	38.3	44.08	48.46	49.3	49.89	49.55	50.85	52.18	53.73	54.74	58.16	61.6	66.12	69.87	72.56	75.26	77.45	79.92	83.36	86.63	89.48	92.33	95.57	100	103.67	105.78	107.55	110.89	113.97	113.34	110.21	104.86	100.81	95.95	91.86	88.68	88.86	92.32	95.1	98.61	103.16	108.99	113.77
ATNHPIUS13083A	Dade County, GA	13083																							82.9	89.08	90.02	100	103.94	106.78	109.04	115.33	126.44	129.75	133.45	134.97	130.13	131.18	115.4	122.52	125.89	122.89	125.58	127.89	132.41	142.36	142.89
ATNHPIUS31043A	Dakota County, NE	31043													48.92	55.7	59.73	62.47	62.91	69.37	72.89	77.22	84.08	90.22	93.46	93.24	94.89	100	102.84	104.68	106.72	107.9	113.0	114.32	117.89	116.07	118.6	120.21	116.88	117.74	119.89	124.27	131.34	139.95	144.55	152.21	158.14
ATNHPIUS27037A	Dakota County, MN	27037	26.93	30.76	31.85	39.05	44.34	48.3	50.94	53.47	54.4	54.27	56.28	58.24	60.34	62.16	63.19	63.56	64.94	66.28	67.93	70.14	73.92	76.26	79.37	83.33	89.21	100	109.57	118.63	124.12	135.27	146.09	149.88	147.01	138.44	126.76	118.65	110.54	109.16	115.38	124.19	127.98	133.33	141.97	149.11	155.89
